city,latitude,longitude,population,country_code,c40,Population with at least some secondary education (% ages 25 and older),"Mean years of schooling, male (years)",Share of seats in parliament (% held by women),"Adolescent birth rate (births per 1,000 women ages 15-19)",Total population (millions),Sex ratio at birth (male to female births),"Remittances, inflows (% of GDP)","Foreign direct investment, net inflows (% of GDP)",Private capital flows (% of GDP),"Life expectancy at birth, female (years)",Exports and imports (% of GDP),Human Development Index (HDI),Total unemployment rate (female to male ratio),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Inequality in income (%),Official entrance age to primary education (years),"Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)","Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)",Percentage of enrolment in pre-primary education in private institutions (%),"Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of repeaters in primary education, all grades, female (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)","Population, female (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Unemployment, male (% of male labor force) (modeled ILO estimate)",Agricultural water withdrawal as % of total water withdrawal,Industrial water withdrawal as % of total water withdrawal,Interannual variability (WRI),MDG 7.5. Freshwater withdrawal as % of total renewable water resources,SDG 6.4.1. Industrial Water Use Efficiency,SDG 6.4.2. Water Stress,Total internal renewable water resources per capita,country
Kiffa,16.6164,-11.4044,110714.0,MRT,False,18.954,5.626,20.261,71.04899999999999,4.526,1.05,0.795,3.700943712801819,-3.5679206233896785,66.515,94.21799999999999,0.546,1.4480000000000002,31.294,24.6,6,36.207099914550795,10.604649543762198,9.39470958709717,1.05009996891022,0.9294400215148929,21.0524806976318,129.512313842773,31.2342938617455,83.9,47.379201024054524,21.3226299285889,3.117919921875,3.1172699928283705,21.473829269409197,49.640775088001,0.5,68.34307861328129,8.89999961853027,90.5791734558,2.3552066361,1.8,11.8263157895,50.3858727352,13.2462173315,93.401859164,Mauritania
Nouadhibou,20.95,-17.0333,118000.0,MRT,False,18.954,5.626,20.261,71.04899999999999,4.526,1.05,0.795,3.700943712801819,-3.5679206233896785,66.515,94.21799999999999,0.546,1.4480000000000002,31.294,24.6,6,36.207099914550795,10.604649543762198,9.39470958709717,1.05009996891022,0.9294400215148929,21.0524806976318,129.512313842773,31.2342938617455,83.9,47.379201024054524,21.3226299285889,3.117919921875,3.1172699928283705,21.473829269409197,49.640775088001,0.5,68.34307861328129,8.89999961853027,90.5791734558,2.3552066361,1.8,11.8263157895,50.3858727352,13.2462173315,93.401859164,Mauritania
Nouakchott,18.0783,-15.9744,1077169.0,MRT,False,18.954,5.626,20.261,71.04899999999999,4.526,1.05,0.795,3.700943712801819,-3.5679206233896785,66.515,94.21799999999999,0.546,1.4480000000000002,31.294,24.6,6,36.207099914550795,10.604649543762198,9.39470958709717,1.05009996891022,0.9294400215148929,21.0524806976318,129.512313842773,31.2342938617455,83.9,47.379201024054524,21.3226299285889,3.117919921875,3.1172699928283705,21.473829269409197,49.640775088001,0.5,68.34307861328129,8.89999961853027,90.5791734558,2.3552066361,1.8,11.8263157895,50.3858727352,13.2462173315,93.401859164,Mauritania
Rosso,16.5128,-15.805,47203.0,MRT,False,18.954,5.626,20.261,71.04899999999999,4.526,1.05,0.795,3.700943712801819,-3.5679206233896785,66.515,94.21799999999999,0.546,1.4480000000000002,31.294,24.6,6,36.207099914550795,10.604649543762198,9.39470958709717,1.05009996891022,0.9294400215148929,21.0524806976318,129.512313842773,31.2342938617455,83.9,47.379201024054524,21.3226299285889,3.117919921875,3.1172699928283705,21.473829269409197,49.640775088001,0.5,68.34307861328129,8.89999961853027,90.5791734558,2.3552066361,1.8,11.8263157895,50.3858727352,13.2462173315,93.401859164,Mauritania
Zouerate,22.7344,-12.4725,56345.0,MRT,False,18.954,5.626,20.261,71.04899999999999,4.526,1.05,0.795,3.700943712801819,-3.5679206233896785,66.515,94.21799999999999,0.546,1.4480000000000002,31.294,24.6,6,36.207099914550795,10.604649543762198,9.39470958709717,1.05009996891022,0.9294400215148929,21.0524806976318,129.512313842773,31.2342938617455,83.9,47.379201024054524,21.3226299285889,3.117919921875,3.1172699928283705,21.473829269409197,49.640775088001,0.5,68.34307861328129,8.89999961853027,90.5791734558,2.3552066361,1.8,11.8263157895,50.3858727352,13.2462173315,93.401859164,Mauritania
Kingstown,13.1667,-61.2333,25418.0,VCT,False,58.606043053564605,8.714,13.043,49.02,0.111,1.03,5.667000000000001,4.005304727055828,-2.8665336843863787,75.131,85.49994000526857,0.738,0.818,44.516000000000005,27.90886725567682,5,114.098007202148,93.1697769165039,92.8807907104492,0.975470006465912,0.9734399914741519,86.4462432861328,108.20398712158199,41.5791581770371,17.2,90.3351287841797,3.90635991096497,3.9814400672912598,3.370609998703,2.93369007110596,49.5468664352275,8.868042312570246,98.1511688232422,18.0,0.0,0.023523876699999998,8.131306132188268,7.9,46146.9982511683,7.9,910.5229133091001,Saint Vincent and the Grenadines
Koror,7.3433,134.4804,8744.0,PLW,False,97.12299999999999,12.337304826358132,13.793,37.44673817286961,0.018000000000000002,1.0515133824147822,4.7329412968255475,4.516297351104205,0.8953396260014213,77.18525552051156,87.6221650401679,0.826,1.4020924137870576,51.06672081586989,42.56447169803504,6,74.4493408203125,65.3291905404084,64.84612092306219,0.9868000149726871,0.98938000202179,105.005439758301,100.0,55.821176285985686,16.4,36.55742016074449,18.3310508728027,6.83230018615723,4.4407901763916,11.2868404388428,49.937399378562354,-1.332022248504508,80.3278732299805,8.458337701345059,52.7290042375568,18.134263426541608,1.8216692865567885,60.79051895922944,512.1117538900762,68.75580482998245,-1777.618728186649,Palau
Melekeok,7.4874,134.6265,7026.0,PLW,False,97.12299999999999,12.337304826358132,13.793,37.44673817286961,0.018000000000000002,1.0515133824147822,4.7329412968255475,4.516297351104205,0.8953396260014213,77.18525552051156,87.6221650401679,0.826,1.4020924137870576,51.06672081586989,42.56447169803504,6,74.4493408203125,65.3291905404084,64.84612092306219,0.9868000149726871,0.98938000202179,105.005439758301,100.0,55.821176285985686,16.4,36.55742016074449,18.3310508728027,6.83230018615723,4.4407901763916,11.2868404388428,49.937399378562354,-1.332022248504508,80.3278732299805,8.458337701345059,52.7290042375568,18.134263426541608,1.8216692865567885,60.79051895922944,512.1117538900762,68.75580482998245,-1777.618728186649,Palau
Kuwait City,29.375,47.98,637411.0,KWT,False,51.527,6.832000000000001,4.615,8.193999999999999,4.207,1.05,0.021,3.5308314523471447,19.53342673656274,76.58,80.17373064929147,0.8059999999999999,5.187,24.686999999999998,30.011917502351643,6,90.13892281650337,64.41730358302463,64.76152900385779,0.9842466118948042,1.1645300388336202,97.6089573998938,105.13738278000778,28.472207662935098,8.7,47.25736999511721,2.7492098808288596,3.9627513997948816,3.4937001397946688,2.39084005355835,42.553308257457,0.1,91.46153859896341,3.4000000953674303,62.272,1.864,2.7,3850.5,2535.5560345984,3850.5,0.0,Kuwait
La Paz,14.3169,-87.6831,41250.0,HND,False,30.98,6.517,21.094,72.91199999999999,9.746,1.05,21.524,3.806,-2.311,77.551,96.613,0.634,1.5959999999999999,48.47,37.819,6,77.9517364501953,45.9574203491211,45.0852584838867,0.989709973335266,1.1888099908828702,65.8405303955078,121.034812927246,37.567659177165204,19.4,12.6863603591919,14.984239578247099,0.783840000629425,0.6611300110816961,13.7791900634766,50.14751435219729,0.4,92.46932983398442,4.699999809265139,73.304293715,7.093963907899999,1.3,1.7436309187999999,47.243899910799996,4.621268764,9615.0042427558,Honduras
San Lorenzo,13.3667,-87.2667,43042.0,HND,False,30.98,6.517,21.094,72.91199999999999,9.746,1.05,21.524,3.806,-2.311,77.551,96.613,0.634,1.5959999999999999,48.47,37.819,6,77.9517364501953,45.9574203491211,45.0852584838867,0.989709973335266,1.1888099908828702,65.8405303955078,121.034812927246,37.567659177165204,19.4,12.6863603591919,14.984239578247099,0.783840000629425,0.6611300110816961,13.7791900634766,50.14751435219729,0.4,92.46932983398442,4.699999809265139,73.304293715,7.093963907899999,1.3,1.7436309187999999,47.243899910799996,4.621268764,9615.0042427558,Honduras
San Pedro Sula,15.5,-88.0333,1073824.0,HND,False,30.98,6.517,21.094,72.91199999999999,9.746,1.05,21.524,3.806,-2.311,77.551,96.613,0.634,1.5959999999999999,48.47,37.819,6,77.9517364501953,45.9574203491211,45.0852584838867,0.989709973335266,1.1888099908828702,65.8405303955078,121.034812927246,37.567659177165204,19.4,12.6863603591919,14.984239578247099,0.783840000629425,0.6611300110816961,13.7791900634766,50.14751435219729,0.4,92.46932983398442,4.699999809265139,73.304293715,7.093963907899999,1.3,1.7436309187999999,47.243899910799996,4.621268764,9615.0042427558,Honduras
Tegucigalpa,14.0942,-87.2067,1126534.0,HND,False,30.98,6.517,21.094,72.91199999999999,9.746,1.05,21.524,3.806,-2.311,77.551,96.613,0.634,1.5959999999999999,48.47,37.819,6,77.9517364501953,45.9574203491211,45.0852584838867,0.989709973335266,1.1888099908828702,65.8405303955078,121.034812927246,37.567659177165204,19.4,12.6863603591919,14.984239578247099,0.783840000629425,0.6611300110816961,13.7791900634766,50.14751435219729,0.4,92.46932983398442,4.699999809265139,73.304293715,7.093963907899999,1.3,1.7436309187999999,47.243899910799996,4.621268764,9615.0042427558,Honduras
Tegucigalpita,15.78,-86.7878,196856.0,HND,False,30.98,6.517,21.094,72.91199999999999,9.746,1.05,21.524,3.806,-2.311,77.551,96.613,0.634,1.5959999999999999,48.47,37.819,6,77.9517364501953,45.9574203491211,45.0852584838867,0.989709973335266,1.1888099908828702,65.8405303955078,121.034812927246,37.567659177165204,19.4,12.6863603591919,14.984239578247099,0.783840000629425,0.6611300110816961,13.7791900634766,50.14751435219729,0.4,92.46932983398442,4.699999809265139,73.304293715,7.093963907899999,1.3,1.7436309187999999,47.243899910799996,4.621268764,9615.0042427558,Honduras
Trujillo,15.9167,-86.0,30000.0,HND,False,30.98,6.517,21.094,72.91199999999999,9.746,1.05,21.524,3.806,-2.311,77.551,96.613,0.634,1.5959999999999999,48.47,37.819,6,77.9517364501953,45.9574203491211,45.0852584838867,0.989709973335266,1.1888099908828702,65.8405303955078,121.034812927246,37.567659177165204,19.4,12.6863603591919,14.984239578247099,0.783840000629425,0.6611300110816961,13.7791900634766,50.14751435219729,0.4,92.46932983398442,4.699999809265139,73.304293715,7.093963907899999,1.3,1.7436309187999999,47.243899910799996,4.621268764,9615.0042427558,Honduras
Villanueva,15.3167,-88.0167,157615.0,HND,False,30.98,6.517,21.094,72.91199999999999,9.746,1.05,21.524,3.806,-2.311,77.551,96.613,0.634,1.5959999999999999,48.47,37.819,6,77.9517364501953,45.9574203491211,45.0852584838867,0.989709973335266,1.1888099908828702,65.8405303955078,121.034812927246,37.567659177165204,19.4,12.6863603591919,14.984239578247099,0.783840000629425,0.6611300110816961,13.7791900634766,50.14751435219729,0.4,92.46932983398442,4.699999809265139,73.304293715,7.093963907899999,1.3,1.7436309187999999,47.243899910799996,4.621268764,9615.0042427558,Honduras
La Romana,18.417,-68.9666,208437.0,DOM,False,56.876000000000005,8.315,24.324,94.26,10.739,1.05,8.343,3.176,-5.856,77.381,52.96,0.7559999999999999,1.9709999999999999,42.621,30.37,6,86.8936309814453,44.00492858886721,42.930961608886705,0.9130899906158451,1.10233998298645,73.6464767456055,102.231590270996,40.9618103402176,31.5,56.45320129394529,17.5326805114746,4.776959896087651,3.0478899478912402,14.537139892578098,50.1718922316679,1.0,94.2195281982422,9.39999961853027,83.3122197865,7.269302371699999,2.5,38.6293617021,28.8567380573,50.309798270900004,2235.3055767355,Dominican Republic
La Vega,19.2242,-70.5283,220279.0,DOM,False,56.876000000000005,8.315,24.324,94.26,10.739,1.05,8.343,3.176,-5.856,77.381,52.96,0.7559999999999999,1.9709999999999999,42.621,30.37,6,86.8936309814453,44.00492858886721,42.930961608886705,0.9130899906158451,1.10233998298645,73.6464767456055,102.231590270996,40.9618103402176,31.5,56.45320129394529,17.5326805114746,4.776959896087651,3.0478899478912402,14.537139892578098,50.1718922316679,1.0,94.2195281982422,9.39999961853027,83.3122197865,7.269302371699999,2.5,38.6293617021,28.8567380573,50.309798270900004,2235.3055767355,Dominican Republic
San Juan,18.807000000000002,-71.229,72950.0,DOM,False,56.876000000000005,8.315,24.324,94.26,10.739,1.05,8.343,3.176,-5.856,77.381,52.96,0.7559999999999999,1.9709999999999999,42.621,30.37,6,86.8936309814453,44.00492858886721,42.930961608886705,0.9130899906158451,1.10233998298645,73.6464767456055,102.231590270996,40.9618103402176,31.5,56.45320129394529,17.5326805114746,4.776959896087651,3.0478899478912402,14.537139892578098,50.1718922316679,1.0,94.2195281982422,9.39999961853027,83.3122197865,7.269302371699999,2.5,38.6293617021,28.8567380573,50.309798270900004,2235.3055767355,Dominican Republic
Santiago,19.5,-70.67,1550753.0,DOM,False,56.876000000000005,8.315,24.324,94.26,10.739,1.05,8.343,3.176,-5.856,77.381,52.96,0.7559999999999999,1.9709999999999999,42.621,30.37,6,86.8936309814453,44.00492858886721,42.930961608886705,0.9130899906158451,1.10233998298645,73.6464767456055,102.231590270996,40.9618103402176,31.5,56.45320129394529,17.5326805114746,4.776959896087651,3.0478899478912402,14.537139892578098,50.1718922316679,1.0,94.2195281982422,9.39999961853027,83.3122197865,7.269302371699999,2.5,38.6293617021,28.8567380573,50.309798270900004,2235.3055767355,Dominican Republic
Santo Domingo,18.4764,-69.8933,2581827.0,DOM,False,56.876000000000005,8.315,24.324,94.26,10.739,1.05,8.343,3.176,-5.856,77.381,52.96,0.7559999999999999,1.9709999999999999,42.621,30.37,6,86.8936309814453,44.00492858886721,42.930961608886705,0.9130899906158451,1.10233998298645,73.6464767456055,102.231590270996,40.9618103402176,31.5,56.45320129394529,17.5326805114746,4.776959896087651,3.0478899478912402,14.537139892578098,50.1718922316679,1.0,94.2195281982422,9.39999961853027,83.3122197865,7.269302371699999,2.5,38.6293617021,28.8567380573,50.309798270900004,2235.3055767355,Dominican Republic
Lakatoro,-16.1069,167.4208,705.0,VUT,False,0.0,7.131766294241572,0.1,49.437,0.3,1.07,3.84,3.877649524303795,-3.7701063329300566,72.154,74.68324072352016,0.609,1.236,44.181000000000004,19.7,6,71.3872299194335,101.533546447754,103.04400634765601,0.9836300015449521,1.05759000778198,34.1657104492188,104.87265226296104,43.79549729652221,28.2,100.0,27.395620346069304,3.9044422461805173,3.5997750925805403,25.7908592224121,49.355449484699704,7.883988693641754,92.41268110665597,4.699999809265139,52.535135805462325,18.622383259566327,1.7389438124098535,61.01707261889802,470.5504039881266,68.64136237051177,35025.0429056776,Vanuatu
Luganville,-15.5126,167.1766,13397.0,VUT,False,0.0,7.131766294241572,0.1,49.437,0.3,1.07,3.84,3.877649524303795,-3.7701063329300566,72.154,74.68324072352016,0.609,1.236,44.181000000000004,19.7,6,71.3872299194335,101.533546447754,103.04400634765601,0.9836300015449521,1.05759000778198,34.1657104492188,104.87265226296104,43.79549729652221,28.2,100.0,27.395620346069304,3.9044422461805173,3.5997750925805403,25.7908592224121,49.355449484699704,7.883988693641754,92.41268110665597,4.699999809265139,52.535135805462325,18.622383259566327,1.7389438124098535,61.01707261889802,470.5504039881266,68.64136237051177,35025.0429056776,Vanuatu
Port-Vila,-17.75,168.3,51437.0,VUT,False,0.0,7.131766294241572,0.1,49.437,0.3,1.07,3.84,3.877649524303795,-3.7701063329300566,72.154,74.68324072352016,0.609,1.236,44.181000000000004,19.7,6,71.3872299194335,101.533546447754,103.04400634765601,0.9836300015449521,1.05759000778198,34.1657104492188,104.87265226296104,43.79549729652221,28.2,100.0,27.395620346069304,3.9044422461805173,3.5997750925805403,25.7908592224121,49.355449484699704,7.883988693641754,92.41268110665597,4.699999809265139,52.535135805462325,18.622383259566327,1.7389438124098535,61.01707261889802,470.5504039881266,68.64136237051177,35025.0429056776,Vanuatu
Leribe,-28.8734,28.0416,47675.0,LSO,False,30.128,5.8229999999999995,23.026,92.726,2.125,1.03,24.188000000000002,4.782,-4.792,57.58,134.622,0.527,1.3330000000000002,45.684,29.576999999999998,6,72.96690368652341,33.952159881591705,33.3207397460938,0.972500026226044,1.35845994949341,40.0250091552734,100.603317260742,46.8636435285252,97.9,22.2211799621582,24.9469509124756,8.3959903717041,7.16429996490479,22.6102409362793,51.499158716356106,24.9,76.7777481079102,23.7000007629395,8.6757990868,45.6621004566,3.2,1.4493712772999998,33.2210552126,2.5659050967,2500.5570074405,Lesotho
Mafeteng,-29.8167,27.25,57059.0,LSO,False,30.128,5.8229999999999995,23.026,92.726,2.125,1.03,24.188000000000002,4.782,-4.792,57.58,134.622,0.527,1.3330000000000002,45.684,29.576999999999998,6,72.96690368652341,33.952159881591705,33.3207397460938,0.972500026226044,1.35845994949341,40.0250091552734,100.603317260742,46.8636435285252,97.9,22.2211799621582,24.9469509124756,8.3959903717041,7.16429996490479,22.6102409362793,51.499158716356106,24.9,76.7777481079102,23.7000007629395,8.6757990868,45.6621004566,3.2,1.4493712772999998,33.2210552126,2.5659050967,2500.5570074405,Lesotho
Maputsoe,-28.8833,27.9,32117.0,LSO,False,30.128,5.8229999999999995,23.026,92.726,2.125,1.03,24.188000000000002,4.782,-4.792,57.58,134.622,0.527,1.3330000000000002,45.684,29.576999999999998,6,72.96690368652341,33.952159881591705,33.3207397460938,0.972500026226044,1.35845994949341,40.0250091552734,100.603317260742,46.8636435285252,97.9,22.2211799621582,24.9469509124756,8.3959903717041,7.16429996490479,22.6102409362793,51.499158716356106,24.9,76.7777481079102,23.7000007629395,8.6757990868,45.6621004566,3.2,1.4493712772999998,33.2210552126,2.5659050967,2500.5570074405,Lesotho
Maseru,-29.31,27.48,330790.0,LSO,False,30.128,5.8229999999999995,23.026,92.726,2.125,1.03,24.188000000000002,4.782,-4.792,57.58,134.622,0.527,1.3330000000000002,45.684,29.576999999999998,6,72.96690368652341,33.952159881591705,33.3207397460938,0.972500026226044,1.35845994949341,40.0250091552734,100.603317260742,46.8636435285252,97.9,22.2211799621582,24.9469509124756,8.3959903717041,7.16429996490479,22.6102409362793,51.499158716356106,24.9,76.7777481079102,23.7000007629395,8.6757990868,45.6621004566,3.2,1.4493712772999998,33.2210552126,2.5659050967,2500.5570074405,Lesotho
Teyateyaneng,-29.15,27.7333,75115.0,LSO,False,30.128,5.8229999999999995,23.026,92.726,2.125,1.03,24.188000000000002,4.782,-4.792,57.58,134.622,0.527,1.3330000000000002,45.684,29.576999999999998,6,72.96690368652341,33.952159881591705,33.3207397460938,0.972500026226044,1.35845994949341,40.0250091552734,100.603317260742,46.8636435285252,97.9,22.2211799621582,24.9469509124756,8.3959903717041,7.16429996490479,22.6102409362793,51.499158716356106,24.9,76.7777481079102,23.7000007629395,8.6757990868,45.6621004566,3.2,1.4493712772999998,33.2210552126,2.5659050967,2500.5570074405,Lesotho
Lobamba,-26.4167,31.1667,5800.0,SWZ,False,33.82,7.156000000000001,12.120999999999999,76.695,1.148,1.03,2.694,2.905,-0.495,64.845,83.93314471889266,0.611,1.147,47.986000000000004,37.9,6,91.0874234971876,64.57871091458482,64.60251665273145,0.9883177811650212,1.08391028731171,70.98798848772219,104.2712823202485,41.216809155471104,71.3,34.5929159110502,8.904406956947563,3.9260915382551116,3.7376229312174933,8.224601478404717,51.5448660893667,27.5,90.89488767019752,25.0,94.1947565543,1.9382022472,4.2,23.680709534400002,66.1535301757,77.55991285399999,2347.0734927386998,Eswatini
Manzini,-26.4833,31.3667,110508.0,SWZ,False,33.82,7.156000000000001,12.120999999999999,76.695,1.148,1.03,2.694,2.905,-0.495,64.845,83.93314471889266,0.611,1.147,47.986000000000004,37.9,6,91.0874234971876,64.57871091458482,64.60251665273145,0.9883177811650212,1.08391028731171,70.98798848772219,104.2712823202485,41.216809155471104,71.3,34.5929159110502,8.904406956947563,3.9260915382551116,3.7376229312174933,8.224601478404717,51.5448660893667,27.5,90.89488767019752,25.0,94.1947565543,1.9382022472,4.2,23.680709534400002,66.1535301757,77.55991285399999,2347.0734927386998,Eswatini
Mbabane,-26.3167,31.1333,90138.0,SWZ,False,33.82,7.156000000000001,12.120999999999999,76.695,1.148,1.03,2.694,2.905,-0.495,64.845,83.93314471889266,0.611,1.147,47.986000000000004,37.9,6,91.0874234971876,64.57871091458482,64.60251665273145,0.9883177811650212,1.08391028731171,70.98798848772219,104.2712823202485,41.216809155471104,71.3,34.5929159110502,8.904406956947563,3.9260915382551116,3.7376229312174933,8.224601478404717,51.5448660893667,27.5,90.89488767019752,25.0,94.1947565543,1.9382022472,4.2,23.680709534400002,66.1535301757,77.55991285399999,2347.0734927386998,Eswatini
Mhlume,-26.0333,31.85,7761.0,SWZ,False,33.82,7.156000000000001,12.120999999999999,76.695,1.148,1.03,2.694,2.905,-0.495,64.845,83.93314471889266,0.611,1.147,47.986000000000004,37.9,6,91.0874234971876,64.57871091458482,64.60251665273145,0.9883177811650212,1.08391028731171,70.98798848772219,104.2712823202485,41.216809155471104,71.3,34.5929159110502,8.904406956947563,3.9260915382551116,3.7376229312174933,8.224601478404717,51.5448660893667,27.5,90.89488767019752,25.0,94.1947565543,1.9382022472,4.2,23.680709534400002,66.1535301757,77.55991285399999,2347.0734927386998,Eswatini
Piggs Peak,-25.961,31.247,5750.0,SWZ,False,33.82,7.156000000000001,12.120999999999999,76.695,1.148,1.03,2.694,2.905,-0.495,64.845,83.93314471889266,0.611,1.147,47.986000000000004,37.9,6,91.0874234971876,64.57871091458482,64.60251665273145,0.9883177811650212,1.08391028731171,70.98798848772219,104.2712823202485,41.216809155471104,71.3,34.5929159110502,8.904406956947563,3.9260915382551116,3.7376229312174933,8.224601478404717,51.5448660893667,27.5,90.89488767019752,25.0,94.1947565543,1.9382022472,4.2,23.680709534400002,66.1535301757,77.55991285399999,2347.0734927386998,Eswatini
Siteki,-26.45,31.95,6152.0,SWZ,False,33.82,7.156000000000001,12.120999999999999,76.695,1.148,1.03,2.694,2.905,-0.495,64.845,83.93314471889266,0.611,1.147,47.986000000000004,37.9,6,91.0874234971876,64.57871091458482,64.60251665273145,0.9883177811650212,1.08391028731171,70.98798848772219,104.2712823202485,41.216809155471104,71.3,34.5929159110502,8.904406956947563,3.9260915382551116,3.7376229312174933,8.224601478404717,51.5448660893667,27.5,90.89488767019752,25.0,94.1947565543,1.9382022472,4.2,23.680709534400002,66.1535301757,77.55991285399999,2347.0734927386998,Eswatini
Louangphabang,19.8931,102.1381,53792.0,LAO,False,40.547,5.728,27.517,65.41,7.169,1.05,1.5659999999999998,3.9688252942081217,-4.091164783727161,69.74600000000001,81.29056490285835,0.613,0.8340000000000001,46.643,20.3,6,73.547233581543,35.3493804931641,34.6268692016602,0.9603999853134159,0.925180017948151,43.275768280029205,102.186332702637,49.85226782357861,66.1,21.0858592987061,17.8365707397461,5.96519994735718,5.1803898811340305,16.6969604492188,50.1560330217375,0.3,100.20915222168001,1.5,95.90163934430001,2.3224043716,0.9,2.1949025487,19.4738910768,4.7718383312,27383.7252365334,Lao People's Democratic Republic
Savannakhet,16.55,104.75,124000.0,LAO,False,40.547,5.728,27.517,65.41,7.169,1.05,1.5659999999999998,3.9688252942081217,-4.091164783727161,69.74600000000001,81.29056490285835,0.613,0.8340000000000001,46.643,20.3,6,73.547233581543,35.3493804931641,34.6268692016602,0.9603999853134159,0.925180017948151,43.275768280029205,102.186332702637,49.85226782357861,66.1,21.0858592987061,17.8365707397461,5.96519994735718,5.1803898811340305,16.6969604492188,50.1560330217375,0.3,100.20915222168001,1.5,95.90163934430001,2.3224043716,0.9,2.1949025487,19.4738910768,4.7718383312,27383.7252365334,Lao People's Democratic Republic
Vientiane,17.9667,102.6,760000.0,LAO,False,40.547,5.728,27.517,65.41,7.169,1.05,1.5659999999999998,3.9688252942081217,-4.091164783727161,69.74600000000001,81.29056490285835,0.613,0.8340000000000001,46.643,20.3,6,73.547233581543,35.3493804931641,34.6268692016602,0.9603999853134159,0.925180017948151,43.275768280029205,102.186332702637,49.85226782357861,66.1,21.0858592987061,17.8365707397461,5.96519994735718,5.1803898811340305,16.6969604492188,50.1560330217375,0.3,100.20915222168001,1.5,95.90163934430001,2.3224043716,0.9,2.1949025487,19.4738910768,4.7718383312,27383.7252365334,Lao People's Democratic Republic
Xam Nua,20.4133,104.04799999999999,38992.0,LAO,False,40.547,5.728,27.517,65.41,7.169,1.05,1.5659999999999998,3.9688252942081217,-4.091164783727161,69.74600000000001,81.29056490285835,0.613,0.8340000000000001,46.643,20.3,6,73.547233581543,35.3493804931641,34.6268692016602,0.9603999853134159,0.925180017948151,43.275768280029205,102.186332702637,49.85226782357861,66.1,21.0858592987061,17.8365707397461,5.96519994735718,5.1803898811340305,16.6969604492188,50.1560330217375,0.3,100.20915222168001,1.5,95.90163934430001,2.3224043716,0.9,2.1949025487,19.4738910768,4.7718383312,27383.7252365334,Lao People's Democratic Republic
Majuro,7.1167,171.3667,25400.0,MHL,False,92.061,11.062000000000001,6.061,64.41210643107374,0.059000000000000004,1.052717240026998,6.6500115254384005,3.8202672259874437,-1.0532579258804171,77.1815145494008,70.93753464200766,0.7040000000000001,1.0751434507358957,38.33697102505229,37.508193074796345,6,83.7247619628906,40.36851119995121,39.908851623535206,0.9980400204658509,1.1000900268554699,66.9738082885742,105.07362127758827,38.685197780163115,36.4,20.7468891143799,11.8823499679565,3.932574188759688,3.5638659030919047,9.77416038513184,49.937397105757114,-0.4718174499196834,92.93164468581188,12.718364964912874,52.734622737600034,18.610796983927344,1.802163941602996,60.63307792927419,499.61233223116585,69.18582451151391,-1777.2253115258106,Marshall Islands
Male,4.175,73.5083,133019.0,MDV,False,47.606,7.016,4.598,7.81,0.531,1.07,0.07400000000000001,3.136681356602959,-5.930290008089607,80.779,135.737,0.74,0.945,21.725,25.846,6,95.68627166748051,101.495330810547,101.31165313720699,1.0136899948120102,0.9537464248083054,62.51938626268053,112.04782867431601,28.108186288689605,9.0,59.3495903015137,3.2091999053955096,0.30834999680519104,0.340499997138977,2.67467999458312,43.4365185967696,1.608708674060665,92.1012725830078,3.9000000953674303,0.0,5.0847457627,1.4236663821491868,15.666666666700001,1497.5959859748002,15.666666666700001,60.4348894646,Maldives
Manama,26.2167,50.5831,157474.0,BHR,False,72.347,9.72,18.75,13.368,1.641,1.04,2.1527614814052933,2.2145047881445548,-6.280832633543746,78.423,120.32277296522072,0.852,19.753,19.784000000000002,27.694514157715663,6,99.6321029663085,55.858341217040994,56.337608337402294,1.0123000144958498,0.9953399896621701,102.81664276123001,100.470687866211,21.7324290206221,7.7,100.0,2.4533700942993195,0.6497899889945981,0.642780005931854,2.51677989959717,38.27648342612721,0.1,98.7109375,0.400000005960464,33.310313075500005,3.2458563536000002,3.1,133.7068965517,948.6757614275999,133.7068965517,2.6772399798,Bahrain
Mauren,47.2197,9.5428,4268.0,LIE,False,132.179308743012,13.700435422034905,12.0,-56.05555791444061,0.038,1.0614416764123962,-9.536193797523396,4.075952429012263,-1.1434836922575506,85.72669547870292,205.58852566603028,0.919,5.5885483230647655,12.248398216067017,18.69573130738132,7,94.073143005371,103.63636016845699,101.860473632813,0.984139978885651,0.7781299948692321,138.557022094727,88.5057525634766,50.657355585516406,2.8294873595986303,2.2556400299072297,1.4749300479888898,3.1991701126098597,3.17459988594055,1.4162900447845501,49.937395770100686,0.5978195141038327,105.74713134765601,-0.3194379564587422,52.04019022331976,19.061119980550732,0.8,60.4424891349586,454.8899129573394,68.5650024992896,-1765.6306660053297,Liechtenstein
