city,latitude,longitude,population,country_code,c40,Population with at least some secondary education (% ages 25 and older),"Mean years of schooling, male (years)",Share of seats in parliament (% held by women),"Adolescent birth rate (births per 1,000 women ages 15-19)",Total population (millions),Sex ratio at birth (male to female births),"Remittances, inflows (% of GDP)","Foreign direct investment, net inflows (% of GDP)",Private capital flows (% of GDP),"Life expectancy at birth, female (years)",Exports and imports (% of GDP),Human Development Index (HDI),Total unemployment rate (female to male ratio),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Inequality in income (%),Official entrance age to primary education (years),"Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)","Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)",Percentage of enrolment in pre-primary education in private institutions (%),"Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of repeaters in primary education, all grades, female (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)","Population, female (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Unemployment, male (% of male labor force) (modeled ILO estimate)",Agricultural water withdrawal as % of total water withdrawal,Industrial water withdrawal as % of total water withdrawal,Interannual variability (WRI),MDG 7.5. Freshwater withdrawal as % of total renewable water resources,SDG 6.4.1. Industrial Water Use Efficiency,SDG 6.4.2. Water Stress,Total internal renewable water resources per capita,country
Obock,11.9667,43.2833,21200.0,DJI,False,43.038642450723884,4.8639316422084296,26.154,18.840999999999998,0.9740000000000001,1.04,1.777,3.9344833173873495,-3.1308596754358566,69.357,298.26599999999996,0.524,1.0170000000000001,41.006,27.7,6,46.9380416870117,4.73976993560791,5.06150007247925,0.8884999752044681,0.8039500117301941,40.5276298522949,56.236881256103494,41.675316922050904,66.2,96.7133636474609,13.367730140686,8.627260208129881,8.765439987182619,13.3079099655151,49.8000892805155,1.4,63.6601409912109,5.5,15.7894736842,0.0,4.3,6.333333333300001,546.3419236197095,6.333333333300001,317.7632854182,Djibouti
Tadjourah,11.7833,42.8833,14820.0,DJI,False,43.038642450723884,4.8639316422084296,26.154,18.840999999999998,0.9740000000000001,1.04,1.777,3.9344833173873495,-3.1308596754358566,69.357,298.26599999999996,0.524,1.0170000000000001,41.006,27.7,6,46.9380416870117,4.73976993560791,5.06150007247925,0.8884999752044681,0.8039500117301941,40.5276298522949,56.236881256103494,41.675316922050904,66.2,96.7133636474609,13.367730140686,8.627260208129881,8.765439987182619,13.3079099655151,49.8000892805155,1.4,63.6601409912109,5.5,15.7894736842,0.0,4.3,6.333333333300001,546.3419236197095,6.333333333300001,317.7632854182,Djibouti
Almaty,43.25,76.9,1806833.0,KAZ,False,99.459,11.922,22.078000000000003,29.75,18.551,1.07,0.281,1.992,0.27699999999999997,77.669,64.432,0.825,1.304,48.562,10.3,7,112.259803771973,60.3708000183105,57.292518615722706,1.00112998485565,1.0346200466156,103.30549621581999,111.32511901855499,48.5674184158593,12.6,24.62881061076616,0.883920013904572,0.0362900011241436,0.0166500005871058,0.796639978885651,51.576082669845704,0.2,113.007011413574,4.19999980926514,61.8379616376,28.5632489469,2.3,20.7084217323,8.444551563,31.1373092926,3559.1776756429,Kazakhstan
Nur-Sultan,51.1333,71.4333,1078362.0,KAZ,False,99.459,11.922,22.078000000000003,29.75,18.551,1.07,0.281,1.992,0.27699999999999997,77.669,64.432,0.825,1.304,48.562,10.3,7,112.259803771973,60.3708000183105,57.292518615722706,1.00112998485565,1.0346200466156,103.30549621581999,111.32511901855499,48.5674184158593,12.6,24.62881061076616,0.883920013904572,0.0362900011241436,0.0166500005871058,0.796639978885651,51.576082669845704,0.2,113.007011413574,4.19999980926514,61.8379616376,28.5632489469,2.3,20.7084217323,8.444551563,31.1373092926,3559.1776756429,Kazakhstan
Qaraghandy,49.8,73.1167,501129.0,KAZ,False,99.459,11.922,22.078000000000003,29.75,18.551,1.07,0.281,1.992,0.27699999999999997,77.669,64.432,0.825,1.304,48.562,10.3,7,112.259803771973,60.3708000183105,57.292518615722706,1.00112998485565,1.0346200466156,103.30549621581999,111.32511901855499,48.5674184158593,12.6,24.62881061076616,0.883920013904572,0.0362900011241436,0.0166500005871058,0.796639978885651,51.576082669845704,0.2,113.007011413574,4.19999980926514,61.8379616376,28.5632489469,2.3,20.7084217323,8.444551563,31.1373092926,3559.1776756429,Kazakhstan
Shymkent,42.3,69.6,1018974.0,KAZ,False,99.459,11.922,22.078000000000003,29.75,18.551,1.07,0.281,1.992,0.27699999999999997,77.669,64.432,0.825,1.304,48.562,10.3,7,112.259803771973,60.3708000183105,57.292518615722706,1.00112998485565,1.0346200466156,103.30549621581999,111.32511901855499,48.5674184158593,12.6,24.62881061076616,0.883920013904572,0.0362900011241436,0.0166500005871058,0.796639978885651,51.576082669845704,0.2,113.007011413574,4.19999980926514,61.8379616376,28.5632489469,2.3,20.7084217323,8.444551563,31.1373092926,3559.1776756429,Kazakhstan
Taraz,42.8833,71.3667,406262.0,KAZ,False,99.459,11.922,22.078000000000003,29.75,18.551,1.07,0.281,1.992,0.27699999999999997,77.669,64.432,0.825,1.304,48.562,10.3,7,112.259803771973,60.3708000183105,57.292518615722706,1.00112998485565,1.0346200466156,103.30549621581999,111.32511901855499,48.5674184158593,12.6,24.62881061076616,0.883920013904572,0.0362900011241436,0.0166500005871058,0.796639978885651,51.576082669845704,0.2,113.007011413574,4.19999980926514,61.8379616376,28.5632489469,2.3,20.7084217323,8.444551563,31.1373092926,3559.1776756429,Kazakhstan
Alytus,54.4014,24.0492,51534.0,LTU,False,95.88600000000001,13.048,21.276999999999997,10.854000000000001,2.76,1.06,2.405,2.496,-6.454,81.37100000000001,150.58100000000002,0.882,0.985,51.473,20.574,7,103.521446228027,91.31036376953129,92.0762786865234,1.00435996055603,0.961189985275269,114.214210510254,103.39730834960899,50.4652111813916,5.1,3.2191200256347696,1.24144005775452,0.42300000786781294,0.34051999449729903,1.03390002250671,53.949551743485095,0.2,102.175079345703,10.1000003814697,22.7413127413,26.911196911199998,1.1,1.0571428570999999,147.6332648298,1.8673395818,5433.3042573067,Lithuania
Kaunas,54.9,23.9333,288466.0,LTU,False,95.88600000000001,13.048,21.276999999999997,10.854000000000001,2.76,1.06,2.405,2.496,-6.454,81.37100000000001,150.58100000000002,0.882,0.985,51.473,20.574,7,103.521446228027,91.31036376953129,92.0762786865234,1.00435996055603,0.961189985275269,114.214210510254,103.39730834960899,50.4652111813916,5.1,3.2191200256347696,1.24144005775452,0.42300000786781294,0.34051999449729903,1.03390002250671,53.949551743485095,0.2,102.175079345703,10.1000003814697,22.7413127413,26.911196911199998,1.1,1.0571428570999999,147.6332648298,1.8673395818,5433.3042573067,Lithuania
Vilnius,54.6833,25.2833,574147.0,LTU,False,95.88600000000001,13.048,21.276999999999997,10.854000000000001,2.76,1.06,2.405,2.496,-6.454,81.37100000000001,150.58100000000002,0.882,0.985,51.473,20.574,7,103.521446228027,91.31036376953129,92.0762786865234,1.00435996055603,0.961189985275269,114.214210510254,103.39730834960899,50.4652111813916,5.1,3.2191200256347696,1.24144005775452,0.42300000786781294,0.34051999449729903,1.03390002250671,53.949551743485095,0.2,102.175079345703,10.1000003814697,22.7413127413,26.911196911199998,1.1,1.0571428570999999,147.6332648298,1.8673395818,5433.3042573067,Lithuania
Amadora,38.75,-9.2333,175136.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Braga,41.5333,-8.4167,181494.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Castelo Branco,39.823,-7.4931,56109.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Estoril,38.7057,-9.3977,26399.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Estremoz,38.8422,-7.5881,14318.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Guimarães,41.445,-8.2908,158124.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Lagos,37.1,-8.6667,31049.0,PRT,True,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Lisbon,38.7452,-9.1604,506654.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Matosinhos,41.2077,-8.6674,175478.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Mirandela,41.4833,-7.1833,23850.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Porto,41.1495,-8.6108,237591.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Santa Cruz,32.675,-16.8309,43005.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Santarém,39.2369,-8.685,62200.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
São João da Madeira,40.9,-8.5,21713.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Torres Vedras,39.0833,-9.2667,79465.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Vila Nova de Gaia,41.1333,-8.6167,302295.0,PRT,False,54.303000000000004,9.142999999999999,38.696,8.38,10.226,1.06,0.22899999999999998,3.48,0.306,84.853,87.641,0.8640000000000001,1.209,49.872,16.929000000000002,6,116.47997283935499,93.70187377929692,94.4410934448242,0.9624300003051759,0.9693499803543091,119.224349975586,103.89349186563076,48.842854492828295,3.5,46.5083503723145,10.341480255127,3.9347414742561253,3.5119270443106516,8.82649993896484,52.622877290057104,2.2820333802857817,92.22980465553282,12.1000003814697,78.4301446579,13.3922580761,2.3,11.8165374677,22.714755593699998,18.3765320474,3693.4344440171003,Portugal
Amsterdam,52.35,4.9166,1031000.0,NLD,False,88.921,12.67,33.778,3.7880000000000003,17.097,1.05,0.264,3.0860000000000003,11.931,83.95200000000001,154.322,0.9440000000000001,1.101,46.53,12.219000000000001,6,133.82568359375,95.6301116943359,94.6610794067383,0.994679987430573,1.0119600296020501,134.458404541016,105.10553279569542,45.9862092873138,3.9,29.1929492950439,6.553289890289309,3.9619564256268376,3.637335132056517,6.108349800109861,50.2884495266757,0.2,92.15342600679972,6.5,0.4758498429,91.6866233322,1.0,8.7784615385,8.9606208131,15.1668881716,646.2473269595,Netherlands
Eindhoven,51.43,5.5,398053.0,NLD,False,88.921,12.67,33.778,3.7880000000000003,17.097,1.05,0.264,3.0860000000000003,11.931,83.95200000000001,154.322,0.9440000000000001,1.101,46.53,12.219000000000001,6,133.82568359375,95.6301116943359,94.6610794067383,0.994679987430573,1.0119600296020501,134.458404541016,105.10553279569542,45.9862092873138,3.9,29.1929492950439,6.553289890289309,3.9619564256268376,3.637335132056517,6.108349800109861,50.2884495266757,0.2,92.15342600679972,6.5,0.4758498429,91.6866233322,1.0,8.7784615385,8.9606208131,15.1668881716,646.2473269595,Netherlands
Haarlem,52.3804,4.63,349957.0,NLD,False,88.921,12.67,33.778,3.7880000000000003,17.097,1.05,0.264,3.0860000000000003,11.931,83.95200000000001,154.322,0.9440000000000001,1.101,46.53,12.219000000000001,6,133.82568359375,95.6301116943359,94.6610794067383,0.994679987430573,1.0119600296020501,134.458404541016,105.10553279569542,45.9862092873138,3.9,29.1929492950439,6.553289890289309,3.9619564256268376,3.637335132056517,6.108349800109861,50.2884495266757,0.2,92.15342600679972,6.5,0.4758498429,91.6866233322,1.0,8.7784615385,8.9606208131,15.1668881716,646.2473269595,Netherlands
Rotterdam,51.92,4.48,1005000.0,NLD,False,88.921,12.67,33.778,3.7880000000000003,17.097,1.05,0.264,3.0860000000000003,11.931,83.95200000000001,154.322,0.9440000000000001,1.101,46.53,12.219000000000001,6,133.82568359375,95.6301116943359,94.6610794067383,0.994679987430573,1.0119600296020501,134.458404541016,105.10553279569542,45.9862092873138,3.9,29.1929492950439,6.553289890289309,3.9619564256268376,3.637335132056517,6.108349800109861,50.2884495266757,0.2,92.15342600679972,6.5,0.4758498429,91.6866233322,1.0,8.7784615385,8.9606208131,15.1668881716,646.2473269595,Netherlands
The Hague,52.08,4.27,1406000.0,NLD,False,88.921,12.67,33.778,3.7880000000000003,17.097,1.05,0.264,3.0860000000000003,11.931,83.95200000000001,154.322,0.9440000000000001,1.101,46.53,12.219000000000001,6,133.82568359375,95.6301116943359,94.6610794067383,0.994679987430573,1.0119600296020501,134.458404541016,105.10553279569542,45.9862092873138,3.9,29.1929492950439,6.553289890289309,3.9619564256268376,3.637335132056517,6.108349800109861,50.2884495266757,0.2,92.15342600679972,6.5,0.4758498429,91.6866233322,1.0,8.7784615385,8.9606208131,15.1668881716,646.2473269595,Netherlands
Utrecht,52.1003,5.12,640000.0,NLD,False,88.921,12.67,33.778,3.7880000000000003,17.097,1.05,0.264,3.0860000000000003,11.931,83.95200000000001,154.322,0.9440000000000001,1.101,46.53,12.219000000000001,6,133.82568359375,95.6301116943359,94.6610794067383,0.994679987430573,1.0119600296020501,134.458404541016,105.10553279569542,45.9862092873138,3.9,29.1929492950439,6.553289890289309,3.9619564256268376,3.637335132056517,6.108349800109861,50.2884495266757,0.2,92.15342600679972,6.5,0.4758498429,91.6866233322,1.0,8.7784615385,8.9606208131,15.1668881716,646.2473269595,Netherlands
Nijmegen,51.8449,5.84282,175000.0,NLD,False,88.921,12.67,33.778,3.7880000000000003,17.097,1.05,0.264,3.0860000000000003,11.931,83.95200000000001,154.322,0.9440000000000001,1.101,46.53,12.219000000000001,6,133.82568359375,95.6301116943359,94.6610794067383,0.994679987430573,1.0119600296020501,134.458404541016,105.10553279569542,45.9862092873138,3.9,29.1929492950439,6.553289890289309,3.9619564256268376,3.637335132056517,6.108349800109861,50.2884495266757,0.2,92.15342600679972,6.5,0.4758498429,91.6866233322,1.0,8.7784615385,8.9606208131,15.1668881716,646.2473269595,Netherlands
An Najaf,32.029,44.3396,724700.0,IRQ,False,48.02,8.638,25.228,71.733,39.31,1.07,0.318,-1.286,-1.261,72.652,76.374,0.674,3.015,10.841,12.679,6,90.40672328193381,64.45700946980293,64.66421212915806,0.9965649814637374,1.0243741082314108,78.43201777652574,104.49312354930687,19.7522424525066,32.2,42.16959560559727,8.512584618424183,3.9303757253788723,3.5465577365908185,8.157626103404082,49.397125622825605,1.024468427827138,92.29203383649595,12.8999996185303,91.4915693904,5.317769131,1.6,42.886712664099996,42.5966437121,54.1264044944,937.3473565114,Iraq
Baghdad,33.35,44.4167,5796000.0,IRQ,False,48.02,8.638,25.228,71.733,39.31,1.07,0.318,-1.286,-1.261,72.652,76.374,0.674,3.015,10.841,12.679,6,90.40672328193381,64.45700946980293,64.66421212915806,0.9965649814637374,1.0243741082314108,78.43201777652574,104.49312354930687,19.7522424525066,32.2,42.16959560559727,8.512584618424183,3.9303757253788723,3.5465577365908185,8.157626103404082,49.397125622825605,1.024468427827138,92.29203383649595,12.8999996185303,91.4915693904,5.317769131,1.6,42.886712664099996,42.5966437121,54.1264044944,937.3473565114,Iraq
Erbil,36.1911,44.0094,852500.0,IRQ,False,48.02,8.638,25.228,71.733,39.31,1.07,0.318,-1.286,-1.261,72.652,76.374,0.674,3.015,10.841,12.679,6,90.40672328193381,64.45700946980293,64.66421212915806,0.9965649814637374,1.0243741082314108,78.43201777652574,104.49312354930687,19.7522424525066,32.2,42.16959560559727,8.512584618424183,3.9303757253788723,3.5465577365908185,8.157626103404082,49.397125622825605,1.024468427827138,92.29203383649595,12.8999996185303,91.4915693904,5.317769131,1.6,42.886712664099996,42.5966437121,54.1264044944,937.3473565114,Iraq
Kirkuk,35.4667,44.4,975000.0,IRQ,False,48.02,8.638,25.228,71.733,39.31,1.07,0.318,-1.286,-1.261,72.652,76.374,0.674,3.015,10.841,12.679,6,90.40672328193381,64.45700946980293,64.66421212915806,0.9965649814637374,1.0243741082314108,78.43201777652574,104.49312354930687,19.7522424525066,32.2,42.16959560559727,8.512584618424183,3.9303757253788723,3.5465577365908185,8.157626103404082,49.397125622825605,1.024468427827138,92.29203383649595,12.8999996185303,91.4915693904,5.317769131,1.6,42.886712664099996,42.5966437121,54.1264044944,937.3473565114,Iraq
Mosul,36.3667,43.1167,1694000.0,IRQ,False,48.02,8.638,25.228,71.733,39.31,1.07,0.318,-1.286,-1.261,72.652,76.374,0.674,3.015,10.841,12.679,6,90.40672328193381,64.45700946980293,64.66421212915806,0.9965649814637374,1.0243741082314108,78.43201777652574,104.49312354930687,19.7522424525066,32.2,42.16959560559727,8.512584618424183,3.9303757253788723,3.5465577365908185,8.157626103404082,49.397125622825605,1.024468427827138,92.29203383649595,12.8999996185303,91.4915693904,5.317769131,1.6,42.886712664099996,42.5966437121,54.1264044944,937.3473565114,Iraq
Andijon,40.7,72.35,441700.0,UZB,False,99.905,12.002,16.4,23.79,32.982,1.06,14.754000000000001,3.947,-6.266,73.829,73.017,0.72,0.9359999999999999,40.58,42.22748863080111,7,94.9135589599609,26.024480819702102,26.4447803497314,0.9771500229835509,0.983579993247986,95.3593063354492,105.097816467285,41.7072261828489,25.8,0.994249999523163,1.0748000144958498,0.0,0.0,1.05096995830536,50.1755245033601,-0.1711659195822577,99.77989959716801,8.89999961853027,92.29202037350001,3.6162988114999997,2.2,120.5238387559,9.7865766007,168.9131058216,511.26751947800005,Uzbekistan
Namangan,40.9953,71.6725,408500.0,UZB,False,99.905,12.002,16.4,23.79,32.982,1.06,14.754000000000001,3.947,-6.266,73.829,73.017,0.72,0.9359999999999999,40.58,42.22748863080111,7,94.9135589599609,26.024480819702102,26.4447803497314,0.9771500229835509,0.983579993247986,95.3593063354492,105.097816467285,41.7072261828489,25.8,0.994249999523163,1.0748000144958498,0.0,0.0,1.05096995830536,50.1755245033601,-0.1711659195822577,99.77989959716801,8.89999961853027,92.29202037350001,3.6162988114999997,2.2,120.5238387559,9.7865766007,168.9131058216,511.26751947800005,Uzbekistan
Samarkand,39.6542,66.9597,504423.0,UZB,False,99.905,12.002,16.4,23.79,32.982,1.06,14.754000000000001,3.947,-6.266,73.829,73.017,0.72,0.9359999999999999,40.58,42.22748863080111,7,94.9135589599609,26.024480819702102,26.4447803497314,0.9771500229835509,0.983579993247986,95.3593063354492,105.097816467285,41.7072261828489,25.8,0.994249999523163,1.0748000144958498,0.0,0.0,1.05096995830536,50.1755245033601,-0.1711659195822577,99.77989959716801,8.89999961853027,92.29202037350001,3.6162988114999997,2.2,120.5238387559,9.7865766007,168.9131058216,511.26751947800005,Uzbekistan
Tashkent,41.3,69.2667,2424100.0,UZB,False,99.905,12.002,16.4,23.79,32.982,1.06,14.754000000000001,3.947,-6.266,73.829,73.017,0.72,0.9359999999999999,40.58,42.22748863080111,7,94.9135589599609,26.024480819702102,26.4447803497314,0.9771500229835509,0.983579993247986,95.3593063354492,105.097816467285,41.7072261828489,25.8,0.994249999523163,1.0748000144958498,0.0,0.0,1.05096995830536,50.1755245033601,-0.1711659195822577,99.77989959716801,8.89999961853027,92.29202037350001,3.6162988114999997,2.2,120.5238387559,9.7865766007,168.9131058216,511.26751947800005,Uzbekistan
Andorra la Vella,42.5,1.5,22151.0,AND,False,72.327,10.564,46.428999999999995,18.26633406084961,0.077,1.0473058081435171,-0.0125355513974971,4.936152722913375,-3.675169537172277,88.35660348202003,140.09169078541157,0.868,0.9555929307125002,41.69088547207368,36.12021192802405,6,91.06735861152843,64.77697730011869,64.51573937120959,0.9777396861100696,0.9529950916370248,69.62373803691784,104.68392692369687,44.115712954001275,2.8,2.10136008262634,8.51161003112792,1.2728099822998,1.1184500455856299,8.35735034942626,49.93739765825667,-0.3010987976971506,90.51069441065472,11.023893883104648,53.09641316860762,18.168755611000805,1.5,60.12262581214517,466.4898864812314,69.03380853793128,4098.6480695056,Andorra
