city,latitude,longitude,population,Population with at least some secondary education (% ages 25 and older),Total population (millions),Sex ratio at birth (male to female births),"Foreign direct investment, net inflows (% of GDP)",Population ages 15?64 (millions),Inequality-adjusted education index,Private capital flows (% of GDP),"Life expectancy at birth, female (years)",Exports and imports (% of GDP),Total unemployment rate (female to male ratio),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Official entrance age to lower secondary education (years),"Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, lower secondary, male (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)",Internet users (per 100 people),"Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)",Percentage of enrolment in pre-primary education in private institutions (%),"Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)","Population, female (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Primary completion rate, female (%)","Unemployment, male (% of male labor force) (modeled ILO estimate)",Dependency ratio,Industrial water withdrawal as % of total water withdrawal,Interannual variability (WRI),MDG 7.5. Freshwater withdrawal as % of total renewable water resources,SDG 6.4.2. Water Stress,country
Durban,-29.8583,31.025,595061.0,75.47800000000001,58.558,1.03,1.3159999999999998,38.424,0.599,-2.99,67.679,59.205,1.149,44.645,14,90.91636392148584,91.24083510248839,64.58772903120497,64.56218027510877,0.9861281286602258,1.0599380907357403,70.76209619242078,104.44703957386085,51.91911572,44.9944310589199,44.1,37.76870636000196,8.936174177388109,3.938228792210301,8.2295772086295,50.8976035365901,18.9,91.11144360436741,91.8248397953824,23.100000381469698,12.8404669261,21.1558307534,3.0,37.740993184000004,62.055715658000004,South Africa
Johannesburg,-26.2044,28.0416,4434827.0,75.47800000000001,58.558,1.03,1.3159999999999998,38.424,0.599,-2.99,67.679,59.205,1.149,44.645,14,90.91636392148584,91.24083510248839,64.58772903120497,64.56218027510877,0.9861281286602258,1.0599380907357403,70.76209619242078,104.44703957386085,51.91911572,44.9944310589199,44.1,37.76870636000196,8.936174177388109,3.938228792210301,8.2295772086295,50.8976035365901,18.9,91.11144360436741,91.8248397953824,23.100000381469698,12.8404669261,21.1558307534,3.0,37.740993184000004,62.055715658000004,South Africa
Pietermaritzburg,-29.5833,30.4167,750845.0,75.47800000000001,58.558,1.03,1.3159999999999998,38.424,0.599,-2.99,67.679,59.205,1.149,44.645,14,90.91636392148584,91.24083510248839,64.58772903120497,64.56218027510877,0.9861281286602258,1.0599380907357403,70.76209619242078,104.44703957386085,51.91911572,44.9944310589199,44.1,37.76870636000196,8.936174177388109,3.938228792210301,8.2295772086295,50.8976035365901,18.9,91.11144360436741,91.8248397953824,23.100000381469698,12.8404669261,21.1558307534,3.0,37.740993184000004,62.055715658000004,South Africa
Pretoria,-25.7464,28.1881,741651.0,75.47800000000001,58.558,1.03,1.3159999999999998,38.424,0.599,-2.99,67.679,59.205,1.149,44.645,14,90.91636392148584,91.24083510248839,64.58772903120497,64.56218027510877,0.9861281286602258,1.0599380907357403,70.76209619242078,104.44703957386085,51.91911572,44.9944310589199,44.1,37.76870636000196,8.936174177388109,3.938228792210301,8.2295772086295,50.8976035365901,18.9,91.11144360436741,91.8248397953824,23.100000381469698,12.8404669261,21.1558307534,3.0,37.740993184000004,62.055715658000004,South Africa
Vereeniging,-26.6736,27.9319,1074000.0,75.47800000000001,58.558,1.03,1.3159999999999998,38.424,0.599,-2.99,67.679,59.205,1.149,44.645,14,90.91636392148584,91.24083510248839,64.58772903120497,64.56218027510877,0.9861281286602258,1.0599380907357403,70.76209619242078,104.44703957386085,51.91911572,44.9944310589199,44.1,37.76870636000196,8.936174177388109,3.938228792210301,8.2295772086295,50.8976035365901,18.9,91.11144360436741,91.8248397953824,23.100000381469698,12.8404669261,21.1558307534,3.0,37.740993184000004,62.055715658000004,South Africa
Sekhukhune District Municipality,-24.8335,29.974,1076840.0,75.47800000000001,58.558,1.03,1.3159999999999998,38.424,0.599,-2.99,67.679,59.205,1.149,44.645,14,90.91636392148584,91.24083510248839,64.58772903120497,64.56218027510877,0.9861281286602258,1.0599380907357403,70.76209619242078,104.44703957386085,51.91911572,44.9944310589199,44.1,37.76870636000196,8.936174177388109,3.938228792210301,8.2295772086295,50.8976035365901,18.9,91.11144360436741,91.8248397953824,23.100000381469698,12.8404669261,21.1558307534,3.0,37.740993184000004,62.055715658000004,South Africa
Vhembe,-22.7695,29.974,1441178.0,75.47800000000001,58.558,1.03,1.3159999999999998,38.424,0.599,-2.99,67.679,59.205,1.149,44.645,14,90.91636392148584,91.24083510248839,64.58772903120497,64.56218027510877,0.9861281286602258,1.0599380907357403,70.76209619242078,104.44703957386085,51.91911572,44.9944310589199,44.1,37.76870636000196,8.936174177388109,3.938228792210301,8.2295772086295,50.8976035365901,18.9,91.11144360436741,91.8248397953824,23.100000381469698,12.8404669261,21.1558307534,3.0,37.740993184000004,62.055715658000004,South Africa
Bergen,60.3925,5.3233,257087.0,94.921,5.379,1.06,0.445,3.513,0.9079999999999999,3.195,84.37700000000001,72.14699999999999,0.9440000000000001,47.54,13,100.058837890625,99.6151809692383,97.4922866821289,97.25714111328129,0.9975299835205079,0.9684299826622009,125.48870849609399,104.88935499421517,96.8103,47.107829081514396,2.7,46.84709167480471,0.0,3.929539258550143,0.0,49.654709666302395,-2.0843221086620574,98.2389373779297,98.1387481689453,4.59999990463257,2.7989821882999997,39.796373365,1.0,0.6847582697,2.0464638783,Norway
Drammen,59.7572,10.1907,90722.0,94.921,5.379,1.06,0.445,3.513,0.9079999999999999,3.195,84.37700000000001,72.14699999999999,0.9440000000000001,47.54,13,100.058837890625,99.6151809692383,97.4922866821289,97.25714111328129,0.9975299835205079,0.9684299826622009,125.48870849609399,104.88935499421517,96.8103,47.107829081514396,2.7,46.84709167480471,0.0,3.929539258550143,0.0,49.654709666302395,-2.0843221086620574,98.2389373779297,98.1387481689453,4.59999990463257,2.7989821882999997,39.796373365,1.0,0.6847582697,2.0464638783,Norway
Oslo,59.9111,10.7528,693494.0,94.921,5.379,1.06,0.445,3.513,0.9079999999999999,3.195,84.37700000000001,72.14699999999999,0.9440000000000001,47.54,13,100.058837890625,99.6151809692383,97.4922866821289,97.25714111328129,0.9975299835205079,0.9684299826622009,125.48870849609399,104.88935499421517,96.8103,47.107829081514396,2.7,46.84709167480471,0.0,3.929539258550143,0.0,49.654709666302395,-2.0843221086620574,98.2389373779297,98.1387481689453,4.59999990463257,2.7989821882999997,39.796373365,1.0,0.6847582697,2.0464638783,Norway
Stavanger,58.9701,5.7333,129300.0,94.921,5.379,1.06,0.445,3.513,0.9079999999999999,3.195,84.37700000000001,72.14699999999999,0.9440000000000001,47.54,13,100.058837890625,99.6151809692383,97.4922866821289,97.25714111328129,0.9975299835205079,0.9684299826622009,125.48870849609399,104.88935499421517,96.8103,47.107829081514396,2.7,46.84709167480471,0.0,3.929539258550143,0.0,49.654709666302395,-2.0843221086620574,98.2389373779297,98.1387481689453,4.59999990463257,2.7989821882999997,39.796373365,1.0,0.6847582697,2.0464638783,Norway
Trondheim,63.44,10.4,183378.0,94.921,5.379,1.06,0.445,3.513,0.9079999999999999,3.195,84.37700000000001,72.14699999999999,0.9440000000000001,47.54,13,100.058837890625,99.6151809692383,97.4922866821289,97.25714111328129,0.9975299835205079,0.9684299826622009,125.48870849609399,104.88935499421517,96.8103,47.107829081514396,2.7,46.84709167480471,0.0,3.929539258550143,0.0,49.654709666302395,-2.0843221086620574,98.2389373779297,98.1387481689453,4.59999990463257,2.7989821882999997,39.796373365,1.0,0.6847582697,2.0464638783,Norway
Bergen,54.4167,13.4333,13460.0,96.088,83.51700000000001,1.05,1.3259999999999998,53.983999999999995,0.922,4.371,83.728,88.09899999999999,0.8059999999999999,46.677,10,100.278701782227,102.601516723633,111.15299987793001,111.541610717773,0.994750022888184,0.943830013275146,104.849243164063,105.02474119780823,87.5898,46.3290186365765,3.9,64.7610092163085,1.91052997112274,0.41504999995231606,1.5477600097656297,50.816276424237095,-0.1464702296752165,102.58251190185499,102.376678466797,5.0,30.519480519499997,80.8177528982,1.1,15.8720779221,33.5019188596,Germany
Berlin,52.5167,13.3833,3644826.0,96.088,83.51700000000001,1.05,1.3259999999999998,53.983999999999995,0.922,4.371,83.728,88.09899999999999,0.8059999999999999,46.677,10,100.278701782227,102.601516723633,111.15299987793001,111.541610717773,0.994750022888184,0.943830013275146,104.849243164063,105.02474119780823,87.5898,46.3290186365765,3.9,64.7610092163085,1.91052997112274,0.41504999995231606,1.5477600097656297,50.816276424237095,-0.1464702296752165,102.58251190185499,102.376678466797,5.0,30.519480519499997,80.8177528982,1.1,15.8720779221,33.5019188596,Germany
Bremen,53.1153,8.7975,724909.0,96.088,83.51700000000001,1.05,1.3259999999999998,53.983999999999995,0.922,4.371,83.728,88.09899999999999,0.8059999999999999,46.677,10,100.278701782227,102.601516723633,111.15299987793001,111.541610717773,0.994750022888184,0.943830013275146,104.849243164063,105.02474119780823,87.5898,46.3290186365765,3.9,64.7610092163085,1.91052997112274,0.41504999995231606,1.5477600097656297,50.816276424237095,-0.1464702296752165,102.58251190185499,102.376678466797,5.0,30.519480519499997,80.8177528982,1.1,15.8720779221,33.5019188596,Germany
Cologne,50.9422,6.9578,1085664.0,96.088,83.51700000000001,1.05,1.3259999999999998,53.983999999999995,0.922,4.371,83.728,88.09899999999999,0.8059999999999999,46.677,10,100.278701782227,102.601516723633,111.15299987793001,111.541610717773,0.994750022888184,0.943830013275146,104.849243164063,105.02474119780823,87.5898,46.3290186365765,3.9,64.7610092163085,1.91052997112274,0.41504999995231606,1.5477600097656297,50.816276424237095,-0.1464702296752165,102.58251190185499,102.376678466797,5.0,30.519480519499997,80.8177528982,1.1,15.8720779221,33.5019188596,Germany
Frankfurt,50.1136,8.6797,753056.0,96.088,83.51700000000001,1.05,1.3259999999999998,53.983999999999995,0.922,4.371,83.728,88.09899999999999,0.8059999999999999,46.677,10,100.278701782227,102.601516723633,111.15299987793001,111.541610717773,0.994750022888184,0.943830013275146,104.849243164063,105.02474119780823,87.5898,46.3290186365765,3.9,64.7610092163085,1.91052997112274,0.41504999995231606,1.5477600097656297,50.816276424237095,-0.1464702296752165,102.58251190185499,102.376678466797,5.0,30.519480519499997,80.8177528982,1.1,15.8720779221,33.5019188596,Germany
Hamburg,53.55,10.0,1841179.0,96.088,83.51700000000001,1.05,1.3259999999999998,53.983999999999995,0.922,4.371,83.728,88.09899999999999,0.8059999999999999,46.677,10,100.278701782227,102.601516723633,111.15299987793001,111.541610717773,0.994750022888184,0.943830013275146,104.849243164063,105.02474119780823,87.5898,46.3290186365765,3.9,64.7610092163085,1.91052997112274,0.41504999995231606,1.5477600097656297,50.816276424237095,-0.1464702296752165,102.58251190185499,102.376678466797,5.0,30.519480519499997,80.8177528982,1.1,15.8720779221,33.5019188596,Germany
Mannheim,49.4878,8.4661,309370.0,96.088,83.51700000000001,1.05,1.3259999999999998,53.983999999999995,0.922,4.371,83.728,88.09899999999999,0.8059999999999999,46.677,10,100.278701782227,102.601516723633,111.15299987793001,111.541610717773,0.994750022888184,0.943830013275146,104.849243164063,105.02474119780823,87.5898,46.3290186365765,3.9,64.7610092163085,1.91052997112274,0.41504999995231606,1.5477600097656297,50.816276424237095,-0.1464702296752165,102.58251190185499,102.376678466797,5.0,30.519480519499997,80.8177528982,1.1,15.8720779221,33.5019188596,Germany
Munich,48.1372,11.5755,1471508.0,96.088,83.51700000000001,1.05,1.3259999999999998,53.983999999999995,0.922,4.371,83.728,88.09899999999999,0.8059999999999999,46.677,10,100.278701782227,102.601516723633,111.15299987793001,111.541610717773,0.994750022888184,0.943830013275146,104.849243164063,105.02474119780823,87.5898,46.3290186365765,3.9,64.7610092163085,1.91052997112274,0.41504999995231606,1.5477600097656297,50.816276424237095,-0.1464702296752165,102.58251190185499,102.376678466797,5.0,30.519480519499997,80.8177528982,1.1,15.8720779221,33.5019188596,Germany
Rostock,54.0833,12.1333,208886.0,96.088,83.51700000000001,1.05,1.3259999999999998,53.983999999999995,0.922,4.371,83.728,88.09899999999999,0.8059999999999999,46.677,10,100.278701782227,102.601516723633,111.15299987793001,111.541610717773,0.994750022888184,0.943830013275146,104.849243164063,105.02474119780823,87.5898,46.3290186365765,3.9,64.7610092163085,1.91052997112274,0.41504999995231606,1.5477600097656297,50.816276424237095,-0.1464702296752165,102.58251190185499,102.376678466797,5.0,30.519480519499997,80.8177528982,1.1,15.8720779221,33.5019188596,Germany
Bharatpur,27.6833,84.4333,143836.0,36.211999999999996,28.609,1.07,3.911098919237415,18.498,0.308,-3.5496285120051008,72.208,54.926,0.732,40.251999999999995,10,94.2739791870117,86.7443008422852,85.4180908203125,86.6816177368164,1.08195996284485,1.07292997837067,49.69026184082029,154.400299072266,17.58161801,51.6639037489887,36.1,35.3964500427246,23.8675193786621,9.97803020477294,27.2723693847656,51.482287290045605,0.2,105.715591430664,111.195053100586,3.5,5.708848715499999,0.310621137,1.0,4.5181255947,8.3118326623,Nepal
Jitpur,27.6666,85.3333,337785.0,36.211999999999996,28.609,1.07,3.911098919237415,18.498,0.308,-3.5496285120051008,72.208,54.926,0.732,40.251999999999995,10,94.2739791870117,86.7443008422852,85.4180908203125,86.6816177368164,1.08195996284485,1.07292997837067,49.69026184082029,154.400299072266,17.58161801,51.6639037489887,36.1,35.3964500427246,23.8675193786621,9.97803020477294,27.2723693847656,51.482287290045605,0.2,105.715591430664,111.195053100586,3.5,5.708848715499999,0.310621137,1.0,4.5181255947,8.3118326623,Nepal
Kathmandu,27.7167,85.3667,975453.0,36.211999999999996,28.609,1.07,3.911098919237415,18.498,0.308,-3.5496285120051008,72.208,54.926,0.732,40.251999999999995,10,94.2739791870117,86.7443008422852,85.4180908203125,86.6816177368164,1.08195996284485,1.07292997837067,49.69026184082029,154.400299072266,17.58161801,51.6639037489887,36.1,35.3964500427246,23.8675193786621,9.97803020477294,27.2723693847656,51.482287290045605,0.2,105.715591430664,111.195053100586,3.5,5.708848715499999,0.310621137,1.0,4.5181255947,8.3118326623,Nepal
Pokhara,28.2097,83.9853,353841.0,36.211999999999996,28.609,1.07,3.911098919237415,18.498,0.308,-3.5496285120051008,72.208,54.926,0.732,40.251999999999995,10,94.2739791870117,86.7443008422852,85.4180908203125,86.6816177368164,1.08195996284485,1.07292997837067,49.69026184082029,154.400299072266,17.58161801,51.6639037489887,36.1,35.3964500427246,23.8675193786621,9.97803020477294,27.2723693847656,51.482287290045605,0.2,105.715591430664,111.195053100586,3.5,5.708848715499999,0.310621137,1.0,4.5181255947,8.3118326623,Nepal
Birkirkara,35.9,14.4667,24356.0,82.179,0.44,1.06,30.272,0.28600000000000003,0.774,-37.177,84.26299999999999,261.012,1.156,40.968999999999994,11,100.777763366699,102.857597351074,111.168739318848,109.105499267578,1.02471005916595,1.06974995136261,90.1819534301758,110.82901763916,76.184,38.4610776649594,6.9,29.3262405395508,0.904399991035461,0.27691999077796897,0.852829992771149,49.8380560174175,0.1,99.28662109375,99.89636993408199,5.5,0.0,1.5673981191,1.823685053839145,85.1485148515,85.1485148515,Malta
Qormi,35.8794,14.4722,16779.0,82.179,0.44,1.06,30.272,0.28600000000000003,0.774,-37.177,84.26299999999999,261.012,1.156,40.968999999999994,11,100.777763366699,102.857597351074,111.168739318848,109.105499267578,1.02471005916595,1.06974995136261,90.1819534301758,110.82901763916,76.184,38.4610776649594,6.9,29.3262405395508,0.904399991035461,0.27691999077796897,0.852829992771149,49.8380560174175,0.1,99.28662109375,99.89636993408199,5.5,0.0,1.5673981191,1.823685053839145,85.1485148515,85.1485148515,Malta
Valletta,35.8978,14.5125,6444.0,82.179,0.44,1.06,30.272,0.28600000000000003,0.774,-37.177,84.26299999999999,261.012,1.156,40.968999999999994,11,100.777763366699,102.857597351074,111.168739318848,109.105499267578,1.02471005916595,1.06974995136261,90.1819534301758,110.82901763916,76.184,38.4610776649594,6.9,29.3262405395508,0.904399991035461,0.27691999077796897,0.852829992771149,49.8380560174175,0.1,99.28662109375,99.89636993408199,5.5,0.0,1.5673981191,1.823685053839145,85.1485148515,85.1485148515,Malta
Bishkek,42.8667,74.5667,1027200.0,98.42,6.416,1.06,3.744165260713737,4.035,0.706,-4.344796800492755,75.60300000000001,103.085,1.328,38.426,11,96.7300872802734,97.0469436645508,27.587890625,27.5400905609131,0.9896399974823001,1.01524996757507,80.9051818847656,106.195571899414,30.24704278,40.8158580684603,22.3,3.48093008995056,1.5577600002288798,0.0410000011324883,1.4529800415039098,50.4205593375255,0.2,112.008041381836,111.41136932373001,6.599999904632571,1.1275460718,4.3864229765,2.4,32.6318909306,50.038955979700006,Kyrgyzstan
Jalal-Abad,40.9375,72.9861,89004.0,98.42,6.416,1.06,3.744165260713737,4.035,0.706,-4.344796800492755,75.60300000000001,103.085,1.328,38.426,11,96.7300872802734,97.0469436645508,27.587890625,27.5400905609131,0.9896399974823001,1.01524996757507,80.9051818847656,106.195571899414,30.24704278,40.8158580684603,22.3,3.48093008995056,1.5577600002288798,0.0410000011324883,1.4529800415039098,50.4205593375255,0.2,112.008041381836,111.41136932373001,6.599999904632571,1.1275460718,4.3864229765,2.4,32.6318909306,50.038955979700006,Kyrgyzstan
Kara-Balta,42.8306,73.8857,74133.0,98.42,6.416,1.06,3.744165260713737,4.035,0.706,-4.344796800492755,75.60300000000001,103.085,1.328,38.426,11,96.7300872802734,97.0469436645508,27.587890625,27.5400905609131,0.9896399974823001,1.01524996757507,80.9051818847656,106.195571899414,30.24704278,40.8158580684603,22.3,3.48093008995056,1.5577600002288798,0.0410000011324883,1.4529800415039098,50.4205593375255,0.2,112.008041381836,111.41136932373001,6.599999904632571,1.1275460718,4.3864229765,2.4,32.6318909306,50.038955979700006,Kyrgyzstan
Karakol,42.5,78.3833,63377.0,98.42,6.416,1.06,3.744165260713737,4.035,0.706,-4.344796800492755,75.60300000000001,103.085,1.328,38.426,11,96.7300872802734,97.0469436645508,27.587890625,27.5400905609131,0.9896399974823001,1.01524996757507,80.9051818847656,106.195571899414,30.24704278,40.8158580684603,22.3,3.48093008995056,1.5577600002288798,0.0410000011324883,1.4529800415039098,50.4205593375255,0.2,112.008041381836,111.41136932373001,6.599999904632571,1.1275460718,4.3864229765,2.4,32.6318909306,50.038955979700006,Kyrgyzstan
Osh,40.5333,72.7833,251000.0,98.42,6.416,1.06,3.744165260713737,4.035,0.706,-4.344796800492755,75.60300000000001,103.085,1.328,38.426,11,96.7300872802734,97.0469436645508,27.587890625,27.5400905609131,0.9896399974823001,1.01524996757507,80.9051818847656,106.195571899414,30.24704278,40.8158580684603,22.3,3.48093008995056,1.5577600002288798,0.0410000011324883,1.4529800415039098,50.4205593375255,0.2,112.008041381836,111.41136932373001,6.599999904632571,1.1275460718,4.3864229765,2.4,32.6318909306,50.038955979700006,Kyrgyzstan
Tokmok,42.839,75.291,53231.0,98.42,6.416,1.06,3.744165260713737,4.035,0.706,-4.344796800492755,75.60300000000001,103.085,1.328,38.426,11,96.7300872802734,97.0469436645508,27.587890625,27.5400905609131,0.9896399974823001,1.01524996757507,80.9051818847656,106.195571899414,30.24704278,40.8158580684603,22.3,3.48093008995056,1.5577600002288798,0.0410000011324883,1.4529800415039098,50.4205593375255,0.2,112.008041381836,111.41136932373001,6.599999904632571,1.1275460718,4.3864229765,2.4,32.6318909306,50.038955979700006,Kyrgyzstan
Bissau,11.8592,-15.5956,395954.0,39.330425070984695,1.921,1.03,3.865325333852287,1.056,0.24,-3.7925808408630863,60.213,57.00899999999999,0.8190000000000001,44.04600000000001,12,90.60929095320598,91.29603396431452,64.5394796905732,64.47136031063545,0.9806031126056116,0.9776417145183832,85.60273662890566,104.56666800852604,3.540706917,47.078138551604496,91.3,33.540162258340224,8.609346778924388,3.9431466057577182,8.168347755145247,50.843307759041394,3.3,92.80214490706196,93.66926316714182,5.599999904632571,49.044585987299996,6.2631578947,1.5,0.5573248408,1.4957264956999998,Guinea-Bissau
