city,latitude,longitude,population,Population with at least some secondary education (% ages 25 and older),Total population (millions),Sex ratio at birth (male to female births),"Foreign direct investment, net inflows (% of GDP)",Population ages 15?64 (millions),Inequality-adjusted education index,Private capital flows (% of GDP),"Life expectancy at birth, female (years)",Exports and imports (% of GDP),Total unemployment rate (female to male ratio),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Official entrance age to lower secondary education (years),"Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, lower secondary, male (%)","Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, male (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, secondary, gender parity index (GPI)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)",Internet users (per 100 people),"Labor force, female (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)",Percentage of enrolment in pre-primary education in private institutions (%),"Percentage of male students enrolled in primary education who are over-age, male (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Percentage of students enrolled in primary education who are over-age, both sexes (%)","Population, female (% of total)","Prevalence of HIV, total (% of population ages 15-49)","Primary completion rate, both sexes (%)","Primary completion rate, female (%)","Unemployment, male (% of male labor force) (modeled ILO estimate)",Dependency ratio,Industrial water withdrawal as % of total water withdrawal,Interannual variability (WRI),MDG 7.5. Freshwater withdrawal as % of total renewable water resources,SDG 6.4.2. Water Stress,country
Bayamo,20.3817,-76.6428,235107.0,87.9,11.333,1.06,3.8723199179542673,7.751,0.728,-3.2847728814002344,80.779,81.92925113869002,1.145,43.184,12,98.82398223876949,102.620239257813,102.028762817383,101.51351928710899,0.9476600289344791,1.0458300113678,100.023002624512,95.9342193603516,37.30509742,38.5091938989019,5.6,34.981867067146155,4.048779964447021,0.637589991092682,3.21630001068115,49.961069443841,0.3,95.94561767578129,97.2204437255859,2.2000000476837203,0.0,10.633711740199999,2.3,18.2528856243,23.939446069200002,Cuba
Havana,23.1367,-82.3589,2141652.0,87.9,11.333,1.06,3.8723199179542673,7.751,0.728,-3.2847728814002344,80.779,81.92925113869002,1.145,43.184,12,98.82398223876949,102.620239257813,102.028762817383,101.51351928710899,0.9476600289344791,1.0458300113678,100.023002624512,95.9342193603516,37.30509742,38.5091938989019,5.6,34.981867067146155,4.048779964447021,0.637589991092682,3.21630001068115,49.961069443841,0.3,95.94561767578129,97.2204437255859,2.2000000476837203,0.0,10.633711740199999,2.3,18.2528856243,23.939446069200002,Cuba
Salvador,20.2094,-75.2231,45773.0,87.9,11.333,1.06,3.8723199179542673,7.751,0.728,-3.2847728814002344,80.779,81.92925113869002,1.145,43.184,12,98.82398223876949,102.620239257813,102.028762817383,101.51351928710899,0.9476600289344791,1.0458300113678,100.023002624512,95.9342193603516,37.30509742,38.5091938989019,5.6,34.981867067146155,4.048779964447021,0.637589991092682,3.21630001068115,49.961069443841,0.3,95.94561767578129,97.2204437255859,2.2000000476837203,0.0,10.633711740199999,2.3,18.2528856243,23.939446069200002,Cuba
Santiago de Cuba,20.0283,-75.8206,444851.0,87.9,11.333,1.06,3.8723199179542673,7.751,0.728,-3.2847728814002344,80.779,81.92925113869002,1.145,43.184,12,98.82398223876949,102.620239257813,102.028762817383,101.51351928710899,0.9476600289344791,1.0458300113678,100.023002624512,95.9342193603516,37.30509742,38.5091938989019,5.6,34.981867067146155,4.048779964447021,0.637589991092682,3.21630001068115,49.961069443841,0.3,95.94561767578129,97.2204437255859,2.2000000476837203,0.0,10.633711740199999,2.3,18.2528856243,23.939446069200002,Cuba
Beijing,39.905,116.3914,19433000.0,79.15100000000001,1433.7839999999999,1.13,1.0859999999999999,1014.0189999999999,0.58,-0.809,79.244,35.68,0.78,45.589,12,99.3748321533203,98.9090576171875,83.6167373657227,83.3510665893555,1.0032600164413499,1.02599000930786,89.6519012451172,106.005859375,50.3,43.8218867461137,10.7,52.469211578369105,8.37312139297693,0.0199699997901917,9.102638966168307,48.479223381252794,0.4185441033088963,92.466796875,91.44506072998051,5.09999990463257,0.9618973178,22.3206821602,1.8,20.8364140806,43.2216882605,China
Chengdu,30.6636,104.0667,11309000.0,79.15100000000001,1433.7839999999999,1.13,1.0859999999999999,1014.0189999999999,0.58,-0.809,79.244,35.68,0.78,45.589,12,99.3748321533203,98.9090576171875,83.6167373657227,83.3510665893555,1.0032600164413499,1.02599000930786,89.6519012451172,106.005859375,50.3,43.8218867461137,10.7,52.469211578369105,8.37312139297693,0.0199699997901917,9.102638966168307,48.479223381252794,0.4185441033088963,92.466796875,91.44506072998051,5.09999990463257,0.9618973178,22.3206821602,1.8,20.8364140806,43.2216882605,China
Dalian,38.9131,121.61,4480000.0,79.15100000000001,1433.7839999999999,1.13,1.0859999999999999,1014.0189999999999,0.58,-0.809,79.244,35.68,0.78,45.589,12,99.3748321533203,98.9090576171875,83.6167373657227,83.3510665893555,1.0032600164413499,1.02599000930786,89.6519012451172,106.005859375,50.3,43.8218867461137,10.7,52.469211578369105,8.37312139297693,0.0199699997901917,9.102638966168307,48.479223381252794,0.4185441033088963,92.466796875,91.44506072998051,5.09999990463257,0.9618973178,22.3206821602,1.8,20.8364140806,43.2216882605,China
Guangzhou,23.1288,113.259,20902000.0,79.15100000000001,1433.7839999999999,1.13,1.0859999999999999,1014.0189999999999,0.58,-0.809,79.244,35.68,0.78,45.589,12,99.3748321533203,98.9090576171875,83.6167373657227,83.3510665893555,1.0032600164413499,1.02599000930786,89.6519012451172,106.005859375,50.3,43.8218867461137,10.7,52.469211578369105,8.37312139297693,0.0199699997901917,9.102638966168307,48.479223381252794,0.4185441033088963,92.466796875,91.44506072998051,5.09999990463257,0.9618973178,22.3206821602,1.8,20.8364140806,43.2216882605,China
Nanyang,32.9987,112.5292,12010000.0,79.15100000000001,1433.7839999999999,1.13,1.0859999999999999,1014.0189999999999,0.58,-0.809,79.244,35.68,0.78,45.589,12,99.3748321533203,98.9090576171875,83.6167373657227,83.3510665893555,1.0032600164413499,1.02599000930786,89.6519012451172,106.005859375,50.3,43.8218867461137,10.7,52.469211578369105,8.37312139297693,0.0199699997901917,9.102638966168307,48.479223381252794,0.4185441033088963,92.466796875,91.44506072998051,5.09999990463257,0.9618973178,22.3206821602,1.8,20.8364140806,43.2216882605,China
Shanghai,31.1667,121.4667,22120000.0,79.15100000000001,1433.7839999999999,1.13,1.0859999999999999,1014.0189999999999,0.58,-0.809,79.244,35.68,0.78,45.589,12,99.3748321533203,98.9090576171875,83.6167373657227,83.3510665893555,1.0032600164413499,1.02599000930786,89.6519012451172,106.005859375,50.3,43.8218867461137,10.7,52.469211578369105,8.37312139297693,0.0199699997901917,9.102638966168307,48.479223381252794,0.4185441033088963,92.466796875,91.44506072998051,5.09999990463257,0.9618973178,22.3206821602,1.8,20.8364140806,43.2216882605,China
Shenzhen,22.535,114.054,15929000.0,79.15100000000001,1433.7839999999999,1.13,1.0859999999999999,1014.0189999999999,0.58,-0.809,79.244,35.68,0.78,45.589,12,99.3748321533203,98.9090576171875,83.6167373657227,83.3510665893555,1.0032600164413499,1.02599000930786,89.6519012451172,106.005859375,50.3,43.8218867461137,10.7,52.469211578369105,8.37312139297693,0.0199699997901917,9.102638966168307,48.479223381252794,0.4185441033088963,92.466796875,91.44506072998051,5.09999990463257,0.9618973178,22.3206821602,1.8,20.8364140806,43.2216882605,China
Beira,-19.8333,34.85,439264.0,16.95,30.366,1.02,3.84678263982909,16.019000000000002,0.262,-3.945984959671024,63.67100000000001,112.15100000000001,1.148,34.772,13,37.521881103515604,40.763278961181605,64.514647942094,64.44806817070467,0.9164699912071229,0.919809997081757,21.4212608337402,151.32815551757798,16.93353299,54.975900918677205,75.1,45.089797646434185,17.191780090332,6.17327976226807,15.7550296783447,51.2316599070462,12.7,47.893638610839794,45.0258102416992,23.100000381469698,53.8000921234,1.6972165648,3.5,0.6784891755,1.7514863258000002,Mozambique
Chimoio,-19.1167,33.45,238976.0,16.95,30.366,1.02,3.84678263982909,16.019000000000002,0.262,-3.945984959671024,63.67100000000001,112.15100000000001,1.148,34.772,13,37.521881103515604,40.763278961181605,64.514647942094,64.44806817070467,0.9164699912071229,0.919809997081757,21.4212608337402,151.32815551757798,16.93353299,54.975900918677205,75.1,45.089797646434185,17.191780090332,6.17327976226807,15.7550296783447,51.2316599070462,12.7,47.893638610839794,45.0258102416992,23.100000381469698,53.8000921234,1.6972165648,3.5,0.6784891755,1.7514863258000002,Mozambique
Cidade de Nacala,-14.5186,40.715,224795.0,16.95,30.366,1.02,3.84678263982909,16.019000000000002,0.262,-3.945984959671024,63.67100000000001,112.15100000000001,1.148,34.772,13,37.521881103515604,40.763278961181605,64.514647942094,64.44806817070467,0.9164699912071229,0.919809997081757,21.4212608337402,151.32815551757798,16.93353299,54.975900918677205,75.1,45.089797646434185,17.191780090332,6.17327976226807,15.7550296783447,51.2316599070462,12.7,47.893638610839794,45.0258102416992,23.100000381469698,53.8000921234,1.6972165648,3.5,0.6784891755,1.7514863258000002,Mozambique
Maputo,-25.9153,32.5764,1191613.0,16.95,30.366,1.02,3.84678263982909,16.019000000000002,0.262,-3.945984959671024,63.67100000000001,112.15100000000001,1.148,34.772,13,37.521881103515604,40.763278961181605,64.514647942094,64.44806817070467,0.9164699912071229,0.919809997081757,21.4212608337402,151.32815551757798,16.93353299,54.975900918677205,75.1,45.089797646434185,17.191780090332,6.17327976226807,15.7550296783447,51.2316599070462,12.7,47.893638610839794,45.0258102416992,23.100000381469698,53.8000921234,1.6972165648,3.5,0.6784891755,1.7514863258000002,Mozambique
Matola,-25.9667,32.4667,1032197.0,16.95,30.366,1.02,3.84678263982909,16.019000000000002,0.262,-3.945984959671024,63.67100000000001,112.15100000000001,1.148,34.772,13,37.521881103515604,40.763278961181605,64.514647942094,64.44806817070467,0.9164699912071229,0.919809997081757,21.4212608337402,151.32815551757798,16.93353299,54.975900918677205,75.1,45.089797646434185,17.191780090332,6.17327976226807,15.7550296783447,51.2316599070462,12.7,47.893638610839794,45.0258102416992,23.100000381469698,53.8000921234,1.6972165648,3.5,0.6784891755,1.7514863258000002,Mozambique
Nampula,-15.1167,39.2667,477900.0,16.95,30.366,1.02,3.84678263982909,16.019000000000002,0.262,-3.945984959671024,63.67100000000001,112.15100000000001,1.148,34.772,13,37.521881103515604,40.763278961181605,64.514647942094,64.44806817070467,0.9164699912071229,0.919809997081757,21.4212608337402,151.32815551757798,16.93353299,54.975900918677205,75.1,45.089797646434185,17.191780090332,6.17327976226807,15.7550296783447,51.2316599070462,12.7,47.893638610839794,45.0258102416992,23.100000381469698,53.8000921234,1.6972165648,3.5,0.6784891755,1.7514863258000002,Mozambique
Pemba,-12.9667,40.5167,141316.0,16.95,30.366,1.02,3.84678263982909,16.019000000000002,0.262,-3.945984959671024,63.67100000000001,112.15100000000001,1.148,34.772,13,37.521881103515604,40.763278961181605,64.514647942094,64.44806817070467,0.9164699912071229,0.919809997081757,21.4212608337402,151.32815551757798,16.93353299,54.975900918677205,75.1,45.089797646434185,17.191780090332,6.17327976226807,15.7550296783447,51.2316599070462,12.7,47.893638610839794,45.0258102416992,23.100000381469698,53.8000921234,1.6972165648,3.5,0.6784891755,1.7514863258000002,Mozambique
Quelimane,-17.8764,36.8872,192876.0,16.95,30.366,1.02,3.84678263982909,16.019000000000002,0.262,-3.945984959671024,63.67100000000001,112.15100000000001,1.148,34.772,13,37.521881103515604,40.763278961181605,64.514647942094,64.44806817070467,0.9164699912071229,0.919809997081757,21.4212608337402,151.32815551757798,16.93353299,54.975900918677205,75.1,45.089797646434185,17.191780090332,6.17327976226807,15.7550296783447,51.2316599070462,12.7,47.893638610839794,45.0258102416992,23.100000381469698,53.8000921234,1.6972165648,3.5,0.6784891755,1.7514863258000002,Mozambique
Ilha,-15.0364,-40.7323,0.0,16.95,30.366,1.02,3.84678263982909,16.019000000000002,0.262,-3.945984959671024,63.67100000000001,112.15100000000001,1.148,34.772,13,37.521881103515604,40.763278961181605,64.514647942094,64.44806817070467,0.9164699912071229,0.919809997081757,21.4212608337402,151.32815551757798,16.93353299,54.975900918677205,75.1,45.089797646434185,17.191780090332,6.17327976226807,15.7550296783447,51.2316599070462,12.7,47.893638610839794,45.0258102416992,23.100000381469698,53.8000921234,1.6972165648,3.5,0.6784891755,1.7514863258000002,Mozambique
Beirut,33.8869,35.5131,361366.0,54.88399999999999,6.856,1.05,3.1776987953154885,4.604,0.5670000000000001,-2.424708283016192,80.869,63.611999999999995,1.9580000000000002,23.313000000000002,12,66.3518524169922,68.8808975219727,77.5959930419922,79.9042587280273,0.9143900275230409,0.9918000102043149,55.1797904968262,95.0557022094727,74.0,24.1848229801371,8.4,79.4264373779297,9.62296009063721,7.65094995498657,8.62316989898682,49.7685545967111,0.1,71.9206085205078,70.5430221557617,4.59999990463257,0.7854485325,48.9130434783,2.0,40.2398401066,58.7929915639,Lebanon
Sidon,33.5606,35.3981,200000.0,54.88399999999999,6.856,1.05,3.1776987953154885,4.604,0.5670000000000001,-2.424708283016192,80.869,63.611999999999995,1.9580000000000002,23.313000000000002,12,66.3518524169922,68.8808975219727,77.5959930419922,79.9042587280273,0.9143900275230409,0.9918000102043149,55.1797904968262,95.0557022094727,74.0,24.1848229801371,8.4,79.4264373779297,9.62296009063721,7.65094995498657,8.62316989898682,49.7685545967111,0.1,71.9206085205078,70.5430221557617,4.59999990463257,0.7854485325,48.9130434783,2.0,40.2398401066,58.7929915639,Lebanon
Tripoli,34.4333,35.8333,530000.0,54.88399999999999,6.856,1.05,3.1776987953154885,4.604,0.5670000000000001,-2.424708283016192,80.869,63.611999999999995,1.9580000000000002,23.313000000000002,12,66.3518524169922,68.8808975219727,77.5959930419922,79.9042587280273,0.9143900275230409,0.9918000102043149,55.1797904968262,95.0557022094727,74.0,24.1848229801371,8.4,79.4264373779297,9.62296009063721,7.65094995498657,8.62316989898682,49.7685545967111,0.1,71.9206085205078,70.5430221557617,4.59999990463257,0.7854485325,48.9130434783,2.0,40.2398401066,58.7929915639,Lebanon
Tyre,33.2667,35.2,160000.0,54.88399999999999,6.856,1.05,3.1776987953154885,4.604,0.5670000000000001,-2.424708283016192,80.869,63.611999999999995,1.9580000000000002,23.313000000000002,12,66.3518524169922,68.8808975219727,77.5959930419922,79.9042587280273,0.9143900275230409,0.9918000102043149,55.1797904968262,95.0557022094727,74.0,24.1848229801371,8.4,79.4264373779297,9.62296009063721,7.65094995498657,8.62316989898682,49.7685545967111,0.1,71.9206085205078,70.5430221557617,4.59999990463257,0.7854485325,48.9130434783,2.0,40.2398401066,58.7929915639,Lebanon
Belgrade,44.8167,20.4667,1378682.0,89.8,8.772,1.07,8.329,5.765,0.7240000000000001,-8.212,78.617,112.64399999999999,1.167,45.158,11,101.665321350098,102.355987548828,58.1715087890625,58.521129608154205,0.9977499842643741,1.01440000534058,91.3815383911133,100.779571533203,65.31702539999999,43.73086497235129,6.2,1.59037005901337,0.9875900149345401,0.6478999853134161,0.876370012760162,51.1280864490437,0.1,101.010841369629,101.07560729980499,16.7999992370605,39.63304365748185,75.4467855615,1.0,3.3150431566000003,6.0599571734,Serbia
Bor,44.1303,22.1036,34159.0,89.8,8.772,1.07,8.329,5.765,0.7240000000000001,-8.212,78.617,112.64399999999999,1.167,45.158,11,101.665321350098,102.355987548828,58.1715087890625,58.521129608154205,0.9977499842643741,1.01440000534058,91.3815383911133,100.779571533203,65.31702539999999,43.73086497235129,6.2,1.59037005901337,0.9875900149345401,0.6478999853134161,0.876370012760162,51.1280864490437,0.1,101.010841369629,101.07560729980499,16.7999992370605,39.63304365748185,75.4467855615,1.0,3.3150431566000003,6.0599571734,Serbia
Kragujevac,44.0142,20.9394,150623.0,89.8,8.772,1.07,8.329,5.765,0.7240000000000001,-8.212,78.617,112.64399999999999,1.167,45.158,11,101.665321350098,102.355987548828,58.1715087890625,58.521129608154205,0.9977499842643741,1.01440000534058,91.3815383911133,100.779571533203,65.31702539999999,43.73086497235129,6.2,1.59037005901337,0.9875900149345401,0.6478999853134161,0.876370012760162,51.1280864490437,0.1,101.010841369629,101.07560729980499,16.7999992370605,39.63304365748185,75.4467855615,1.0,3.3150431566000003,6.0599571734,Serbia
Novi Sad,45.2644,19.8317,380000.0,89.8,8.772,1.07,8.329,5.765,0.7240000000000001,-8.212,78.617,112.64399999999999,1.167,45.158,11,101.665321350098,102.355987548828,58.1715087890625,58.521129608154205,0.9977499842643741,1.01440000534058,91.3815383911133,100.779571533203,65.31702539999999,43.73086497235129,6.2,1.59037005901337,0.9875900149345401,0.6478999853134161,0.876370012760162,51.1280864490437,0.1,101.010841369629,101.07560729980499,16.7999992370605,39.63304365748185,75.4467855615,1.0,3.3150431566000003,6.0599571734,Serbia
Subotica,46.0983,19.67,105681.0,89.8,8.772,1.07,8.329,5.765,0.7240000000000001,-8.212,78.617,112.64399999999999,1.167,45.158,11,101.665321350098,102.355987548828,58.1715087890625,58.521129608154205,0.9977499842643741,1.01440000534058,91.3815383911133,100.779571533203,65.31702539999999,43.73086497235129,6.2,1.59037005901337,0.9875900149345401,0.6478999853134161,0.876370012760162,51.1280864490437,0.1,101.010841369629,101.07560729980499,16.7999992370605,39.63304365748185,75.4467855615,1.0,3.3150431566000003,6.0599571734,Serbia
Zemun,44.85,20.4,161596.0,89.8,8.772,1.07,8.329,5.765,0.7240000000000001,-8.212,78.617,112.64399999999999,1.167,45.158,11,101.665321350098,102.355987548828,58.1715087890625,58.521129608154205,0.9977499842643741,1.01440000534058,91.3815383911133,100.779571533203,65.31702539999999,43.73086497235129,6.2,1.59037005901337,0.9875900149345401,0.6478999853134161,0.876370012760162,51.1280864490437,0.1,101.010841369629,101.07560729980499,16.7999992370605,39.63304365748185,75.4467855615,1.0,3.3150431566000003,6.0599571734,Serbia
Belize City,17.4986,-88.1886,57169.0,78.95100000000001,0.39,1.03,3.920336397628442,0.255,0.584,-4.687595704509723,77.843,115.71,2.217,42.958,11,90.8684768676758,91.2737579345703,49.675670623779205,49.05268859863279,0.9527199864387509,1.02497005462646,59.805259704589794,103.04595947265601,41.59,39.706858372772395,15.6,83.55763244628909,10.2114000320435,7.29183006286621,8.95298957824707,50.1496018503314,1.8,104.404281616211,103.645698547363,6.599999904632571,29.7874298334,20.9900990099,1.1,0.4647096715,1.2602944847,Belize
Belmopan,17.25,-88.7675,17222.0,78.95100000000001,0.39,1.03,3.920336397628442,0.255,0.584,-4.687595704509723,77.843,115.71,2.217,42.958,11,90.8684768676758,91.2737579345703,49.675670623779205,49.05268859863279,0.9527199864387509,1.02497005462646,59.805259704589794,103.04595947265601,41.59,39.706858372772395,15.6,83.55763244628909,10.2114000320435,7.29183006286621,8.95298957824707,50.1496018503314,1.8,104.404281616211,103.645698547363,6.599999904632571,29.7874298334,20.9900990099,1.1,0.4647096715,1.2602944847,Belize
Dangriga,16.9667,-88.2167,9096.0,78.95100000000001,0.39,1.03,3.920336397628442,0.255,0.584,-4.687595704509723,77.843,115.71,2.217,42.958,11,90.8684768676758,91.2737579345703,49.675670623779205,49.05268859863279,0.9527199864387509,1.02497005462646,59.805259704589794,103.04595947265601,41.59,39.706858372772395,15.6,83.55763244628909,10.2114000320435,7.29183006286621,8.95298957824707,50.1496018503314,1.8,104.404281616211,103.645698547363,6.599999904632571,29.7874298334,20.9900990099,1.1,0.4647096715,1.2602944847,Belize
Orange Walk,18.075,-88.5583,18000.0,78.95100000000001,0.39,1.03,3.920336397628442,0.255,0.584,-4.687595704509723,77.843,115.71,2.217,42.958,11,90.8684768676758,91.2737579345703,49.675670623779205,49.05268859863279,0.9527199864387509,1.02497005462646,59.805259704589794,103.04595947265601,41.59,39.706858372772395,15.6,83.55763244628909,10.2114000320435,7.29183006286621,8.95298957824707,50.1496018503314,1.8,104.404281616211,103.645698547363,6.599999904632571,29.7874298334,20.9900990099,1.1,0.4647096715,1.2602944847,Belize
San Ignacio,17.1588,-89.0696,16977.0,78.95100000000001,0.39,1.03,3.920336397628442,0.255,0.584,-4.687595704509723,77.843,115.71,2.217,42.958,11,90.8684768676758,91.2737579345703,49.675670623779205,49.05268859863279,0.9527199864387509,1.02497005462646,59.805259704589794,103.04595947265601,41.59,39.706858372772395,15.6,83.55763244628909,10.2114000320435,7.29183006286621,8.95298957824707,50.1496018503314,1.8,104.404281616211,103.645698547363,6.599999904632571,29.7874298334,20.9900990099,1.1,0.4647096715,1.2602944847,Belize
San Pedro,17.9214,-87.9611,11767.0,78.95100000000001,0.39,1.03,3.920336397628442,0.255,0.584,-4.687595704509723,77.843,115.71,2.217,42.958,11,90.8684768676758,91.2737579345703,49.675670623779205,49.05268859863279,0.9527199864387509,1.02497005462646,59.805259704589794,103.04595947265601,41.59,39.706858372772395,15.6,83.55763244628909,10.2114000320435,7.29183006286621,8.95298957824707,50.1496018503314,1.8,104.404281616211,103.645698547363,6.599999904632571,29.7874298334,20.9900990099,1.1,0.4647096715,1.2602944847,Belize
Bender,46.8333,29.4833,91882.0,97.29,4.043,1.06,4.96,2.915,0.659,-4.529,76.157,85.76899999999999,0.614,52.802,11,86.6592483520508,86.9123687744141,83.8984832763672,84.3431167602539,0.9899299740791321,1.00808000564575,84.5890731811523,93.6437606811523,63.30662538,49.2141995206466,16.2,0.23217000067233998,2.06616997718811,0.0,1.8392299413681001,51.9572786565197,0.5,90.9086074829102,91.0688629150391,6.099999904632571,86.7970660147,77.380952381,1.1,6.845965770199999,12.474012474,Republic of Moldova
Chisinau,47.0056,28.8575,685900.0,97.29,4.043,1.06,4.96,2.915,0.659,-4.529,76.157,85.76899999999999,0.614,52.802,11,86.6592483520508,86.9123687744141,83.8984832763672,84.3431167602539,0.9899299740791321,1.00808000564575,84.5890731811523,93.6437606811523,63.30662538,49.2141995206466,16.2,0.23217000067233998,2.06616997718811,0.0,1.8392299413681001,51.9572786565197,0.5,90.9086074829102,91.0688629150391,6.099999904632571,86.7970660147,77.380952381,1.1,6.845965770199999,12.474012474,Republic of Moldova
Tiraspol,46.8319,29.5767,157000.0,97.29,4.043,1.06,4.96,2.915,0.659,-4.529,76.157,85.76899999999999,0.614,52.802,11,86.6592483520508,86.9123687744141,83.8984832763672,84.3431167602539,0.9899299740791321,1.00808000564575,84.5890731811523,93.6437606811523,63.30662538,49.2141995206466,16.2,0.23217000067233998,2.06616997718811,0.0,1.8392299413681001,51.9572786565197,0.5,90.9086074829102,91.0688629150391,6.099999904632571,86.7970660147,77.380952381,1.1,6.845965770199999,12.474012474,Republic of Moldova
Ungheni,47.2042,27.7958,30804.0,97.29,4.043,1.06,4.96,2.915,0.659,-4.529,76.157,85.76899999999999,0.614,52.802,11,86.6592483520508,86.9123687744141,83.8984832763672,84.3431167602539,0.9899299740791321,1.00808000564575,84.5890731811523,93.6437606811523,63.30662538,49.2141995206466,16.2,0.23217000067233998,2.06616997718811,0.0,1.8392299413681001,51.9572786565197,0.5,90.9086074829102,91.0688629150391,6.099999904632571,86.7970660147,77.380952381,1.1,6.845965770199999,12.474012474,Republic of Moldova
Benghazi,32.1167,20.0667,631555.0,57.501000000000005,6.777,1.06,3.705465107461003,4.573,0.5077952007338318,-1.1727115195783375,75.95100000000001,118.322,1.589,30.346999999999998,12,90.60775163808592,91.31468406570652,64.49860854352998,64.68877307828305,0.9928655763307829,1.0571553300238028,76.61268493367355,104.53234330164685,19.01607978,24.494006702136502,13.4,39.7024318679208,8.687652817949536,3.9365320773814934,8.245696877202084,49.5054731001007,2.4612035880583605,92.51651828748231,93.07727198658074,15.6999998092651,0.0,4.8027444254,2.7,817.1428571429,817.1428571429,Libya
Tripoli,32.8752,13.1875,1126000.0,57.501000000000005,6.777,1.06,3.705465107461003,4.573,0.5077952007338318,-1.1727115195783375,75.95100000000001,118.322,1.589,30.346999999999998,12,90.60775163808592,91.31468406570652,64.49860854352998,64.68877307828305,0.9928655763307829,1.0571553300238028,76.61268493367355,104.53234330164685,19.01607978,24.494006702136502,13.4,39.7024318679208,8.687652817949536,3.9365320773814934,8.245696877202084,49.5054731001007,2.4612035880583605,92.51651828748231,93.07727198658074,15.6999998092651,0.0,4.8027444254,2.7,817.1428571429,817.1428571429,Libya
Benguela,-12.55,13.4167,513000.0,30.232,31.825,1.03,-4.331,16.288,0.32799999999999996,0.077,64.039,79.7387019358777,1.016,44.167,12,90.52700338029959,91.32539167135045,64.54837529504542,64.43181927097436,0.9820897135135264,0.9531185493154588,83.17708015407415,104.57378378916158,12.4,50.0786209809292,86.5,33.53571277893875,8.65258292745682,3.938053465295536,8.147953142279656,50.9910100765981,1.9,92.48617247974803,92.93002959027928,5.699999809265139,0.269541779,33.9472938509,2.5,0.47553908359999997,1.8718832891,Angola
Cabinda,-5.55,12.2,550000.0,30.232,31.825,1.03,-4.331,16.288,0.32799999999999996,0.077,64.039,79.7387019358777,1.016,44.167,12,90.52700338029959,91.32539167135045,64.54837529504542,64.43181927097436,0.9820897135135264,0.9531185493154588,83.17708015407415,104.57378378916158,12.4,50.0786209809292,86.5,33.53571277893875,8.65258292745682,3.938053465295536,8.147953142279656,50.9910100765981,1.9,92.48617247974803,92.93002959027928,5.699999809265139,0.269541779,33.9472938509,2.5,0.47553908359999997,1.8718832891,Angola
Huambo,-12.7667,15.7333,665564.0,30.232,31.825,1.03,-4.331,16.288,0.32799999999999996,0.077,64.039,79.7387019358777,1.016,44.167,12,90.52700338029959,91.32539167135045,64.54837529504542,64.43181927097436,0.9820897135135264,0.9531185493154588,83.17708015407415,104.57378378916158,12.4,50.0786209809292,86.5,33.53571277893875,8.65258292745682,3.938053465295536,8.147953142279656,50.9910100765981,1.9,92.48617247974803,92.93002959027928,5.699999809265139,0.269541779,33.9472938509,2.5,0.47553908359999997,1.8718832891,Angola
Lobito,-12.37,13.5412,207932.0,30.232,31.825,1.03,-4.331,16.288,0.32799999999999996,0.077,64.039,79.7387019358777,1.016,44.167,12,90.52700338029959,91.32539167135045,64.54837529504542,64.43181927097436,0.9820897135135264,0.9531185493154588,83.17708015407415,104.57378378916158,12.4,50.0786209809292,86.5,33.53571277893875,8.65258292745682,3.938053465295536,8.147953142279656,50.9910100765981,1.9,92.48617247974803,92.93002959027928,5.699999809265139,0.269541779,33.9472938509,2.5,0.47553908359999997,1.8718832891,Angola
Luanda,-8.8383,13.2344,8417000.0,30.232,31.825,1.03,-4.331,16.288,0.32799999999999996,0.077,64.039,79.7387019358777,1.016,44.167,12,90.52700338029959,91.32539167135045,64.54837529504542,64.43181927097436,0.9820897135135264,0.9531185493154588,83.17708015407415,104.57378378916158,12.4,50.0786209809292,86.5,33.53571277893875,8.65258292745682,3.938053465295536,8.147953142279656,50.9910100765981,1.9,92.48617247974803,92.93002959027928,5.699999809265139,0.269541779,33.9472938509,2.5,0.47553908359999997,1.8718832891,Angola
Benoni,-26.1883,28.3206,158777.0,75.47800000000001,58.558,1.03,1.3159999999999998,38.424,0.599,-2.99,67.679,59.205,1.149,44.645,14,90.91636392148584,91.24083510248839,64.58772903120497,64.56218027510877,0.9861281286602258,1.0599380907357403,70.76209619242078,104.44703957386085,51.91911572,44.9944310589199,44.1,37.76870636000196,8.936174177388109,3.938228792210301,8.2295772086295,50.8976035365901,18.9,91.11144360436741,91.8248397953824,23.100000381469698,12.8404669261,21.1558307534,3.0,37.740993184000004,62.055715658000004,South Africa
Cape Town,-33.925,18.425,433688.0,75.47800000000001,58.558,1.03,1.3159999999999998,38.424,0.599,-2.99,67.679,59.205,1.149,44.645,14,90.91636392148584,91.24083510248839,64.58772903120497,64.56218027510877,0.9861281286602258,1.0599380907357403,70.76209619242078,104.44703957386085,51.91911572,44.9944310589199,44.1,37.76870636000196,8.936174177388109,3.938228792210301,8.2295772086295,50.8976035365901,18.9,91.11144360436741,91.8248397953824,23.100000381469698,12.8404669261,21.1558307534,3.0,37.740993184000004,62.055715658000004,South Africa
